"siteid","spid","x","y","occ","group","bcc","calc","ccc","ddeg","nutri","pday","precyy","sfroyy","slope","sradyy","swb","tavecc","topo"
101082,"pseudo1",1673987.5,80587.5,0,NA,0,1,0,1456,7,46,1778,0,314,10589,8,-4,-71
101083,"pseudo1",1633087.5,101687.5,0,NA,23,0,77,2851,17,38,1312,0,315,21274,15,0,8
101084,"pseudo1",1750387.5,122087.5,0,NA,4,0,2,1905,2.1875,45,1810,0,355,23169,0,-3,-168
101085,"pseudo1",1771987.5,140987.5,0,NA,0,0,0,3299,25,42,1267,0,4,17378,84,0,-4
101086,"pseudo1",1817287.5,43787.5,0,NA,0,0,0,718,0,36,1574,4,327,18401,0,-8,-203
101087,"pseudo1",1624487.5,80487.5,0,NA,0,0,0,2965,16.3125,39,1107,0,31,17736,-30,0,125
101088,"pseudo1",1742987.5,16387.5,0,NA,100,0,0,2431,7,33,1662,0,406,10907,23,-1,-145
101089,"pseudo1",1628087.5,-6812.5,0,NA,0,0,0,1098,0,34,1129,1,141,15053,-31,-5,-136
101090,"pseudo1",1720687.5,158387.5,0,NA,0,0,0,2940,25,38,1206,0,18,18081,-49,0,-30
101091,"pseudo1",1734087.5,116087.5,0,NA,0,0,0,3162,11.3125,45,1688,0,3,16268,21,0,-97
101092,"pseudo1",1613087.5,8487.5,0,NA,83,0,17,2327,7,30,727,0,350,11653,-104,-1,-158
101093,"pseudo1",1709287.5,162787.5,0,NA,0,0,100,3022,24,36,1127,0,28,18506,-35,0,27
101094,"pseudo1",1740987.5,113987.5,0,NA,0,1,0,996,0,49,2118,1,489,14900,0,-6,167
101095,"pseudo1",1836687.5,65487.5,0,NA,0,0,81,1703,16.875,33,822,0,220,20402,-69,-5,2
101096,"pseudo1",1627487.5,-4712.5,0,NA,0,0,0,244,0,42,1738,13,237,20334,0,-10,293
101097,"pseudo1",1573687.5,26487.5,0,NA,0,0,0,3745,25,35,1157,0,1,18099,-76,2,0
101098,"pseudo1",1726787.5,27287.5,0,NA,14,0,23,1815,2.1875,33,1859,0,444,20172,8,-2,168
101099,"pseudo1",1728687.5,55787.5,0,NA,2,1,10,1235,7,37,1470,1,373,20683,3,-4,-283
101100,"pseudo1",1667487.5,101187.5,0,NA,10,1,27,1381,0,48,2042,0,405,7521,0,-4,451
101101,"pseudo1",1739487.5,113387.5,0,NA,0,0,13,1565,7,47,1971,0,53,15946,24,-4,-147
101102,"pseudo1",1736987.5,63887.5,0,NA,10,1,21,1636,10.75,37,1270,1,349,17113,31,-3,-131
101103,"pseudo1",1560087.5,72787.5,0,NA,0,0,0,2671,17,32,1191,0,55,19430,-96,-1,22
101104,"pseudo1",1668587.5,105887.5,0,NA,12,0,87,2563,17,43,1585,0,181,16688,126,-1,-1
101105,"pseudo1",1685087.5,89687.5,0,NA,0,0,0,1384,6.375,46,1745,0,199,12003,25,-4,-168
101106,"pseudo1",1636887.5,143587.5,0,NA,0,1,0,2641,25,38,1334,0,141,15191,17,-1,-10
101107,"pseudo1",1632087.5,65387.5,0,NA,0,0,0,2542,17,42,1300,0,70,17078,31,-1,36
101108,"pseudo1",1520087.5,67487.5,0,NA,0,1,100,1875,17,38,1826,0,59,19649,39,-2,66
101109,"pseudo1",1818487.5,68087.5,0,NA,0,1,0,684,0,35,1127,4,317,15040,0,-9,243
101110,"pseudo1",1676387.5,138787.5,0,NA,8,0,4,3142,24.25,36,1118,0,123,17402,-53,0,-8
101111,"pseudo1",1621987.5,48287.5,0,NA,4,0,58,2057,18,41,1304,0,249,12996,55,-2,-47
101112,"pseudo1",1702287.5,122487.5,0,NA,0,0,100,2220,11,46,1958,0,281,13825,35,-2,188
101113,"pseudo1",1696087.5,81087.5,0,NA,0,0,0,498,0,47,1970,4,272,10789,0,-8,79
101114,"pseudo1",1782087.5,109487.5,0,NA,8,0,54,1588,13,43,1325,0,296,15345,40,-4,-168
101115,"pseudo1",1684787.5,68987.5,0,NA,0,0,0,264,0,47,2182,8,521,19275,0,-10,47
101116,"pseudo1",1638987.5,35187.5,0,NA,0,0,0,333,0,48,2315,10,415,11481,0,-10,324
101117,"pseudo1",1639887.5,105787.5,0,NA,8,0,23,2390,17,40,1608,0,206,13840,52,-1,146
101118,"pseudo1",1635887.5,141387.5,0,NA,54,0,27,2729,11.8125,37,1303,0,182,12604,9,0,0
101119,"pseudo1",1613087.5,78287.5,0,NA,23,0,64,2255,17,41,1553,0,77,17007,53,-2,47
101120,"pseudo1",1637387.5,69287.5,0,NA,4,1,8,3034,6.125,41,1190,0,433,22503,-82,0,220
101121,"pseudo1",1745687.5,67787.5,0,NA,6,1,56,1846,11.6875,36,1146,0,330,16717,29,-2,-47
101122,"pseudo1",1571587.5,69487.5,0,NA,0,0,0,2849,25,33,1209,0,96,17355,-26,0,-19
101123,"pseudo1",1721587.5,73987.5,0,NA,0,0,38,2166,7.1875,38,1208,0,383,19568,-37,-1,-76
101124,"pseudo1",1699187.5,95287.5,0,NA,0,0,0,3254,0,43,1437,0,0,15910,0,0,-112
101125,"pseudo1",1703887.5,62087.5,0,NA,60,0,8,1312,7,37,1573,1,388,16901,23,-4,-145
101126,"pseudo1",1742687.5,67987.5,0,NA,0,1,0,1076,6.875,38,1281,1,406,22090,21,-5,157
101127,"pseudo1",1706487.5,105687.5,0,NA,45,1,54,2604,18,44,1793,0,215,17857,56,-1,-220
101128,"pseudo1",1697287.5,19587.5,0,NA,25,0,62,2369,3,31,2057,0,329,11285,9,-1,-24
101129,"pseudo1",1738887.5,84487.5,0,NA,19,0,0,2092,7,41,1412,0,319,19152,9,-2,-123
101130,"pseudo1",1681887.5,99687.5,0,NA,0,0,0,3196,6.375,41,1276,0,95,15799,-25,0,-43
101131,"pseudo1",1674887.5,53287.5,0,NA,0,0,0,561,0,44,2209,4,185,12503,0,-8,-178
101132,"pseudo1",1626587.5,3187.5,0,NA,0,0,0,1252,0,33,1044,0,389,10482,-13,-5,-154
101133,"pseudo1",1780987.5,82087.5,0,NA,0,0,69,1332,3.5,40,1157,0,221,22089,23,-4,-47
101134,"pseudo1",1715587.5,133387.5,0,NA,0,0,0,3049,24,41,1392,0,49,16914,66,0,13
101135,"pseudo1",1669287.5,129987.5,0,NA,8,0,23,2905,24,37,1258,0,20,18438,53,0,12
101136,"pseudo1",1706487.5,35887.5,0,NA,35,0,8,2545,3.9375,31,1859,0,252,7872,10,-1,-252
101137,"pseudo1",1607887.5,17487.5,0,NA,19,0,0,2902,17,29,738,0,136,14964,-273,0,107
101138,"pseudo1",1701287.5,58287.5,0,NA,0,0,0,427,0,38,1899,6,301,10185,0,-9,131
101139,"pseudo1",1721487.5,23687.5,0,NA,44,0,6,2261,3,33,1878,0,434,19743,9,-1,-231
101140,"pseudo1",1511687.5,19587.5,0,NA,0,0,0,3493,0,27,913,0,0,18423,-394,0,-18
101141,"pseudo1",1640187.5,45687.5,0,NA,0,0,0,372,0,49,2055,8,75,16831,0,-9,8
101142,"pseudo1",1695687.5,180587.5,0,NA,89,1,10,2970,25,34,1008,0,95,18146,-192,0,33
101143,"pseudo1",1691787.5,129387.5,0,NA,0,0,0,3101,24,39,1319,0,52,18730,29,0,-10
101144,"pseudo1",1642287.5,11287.5,0,NA,0,0,0,1007,3,33,1225,1,279,17182,-23,-6,-56
101145,"pseudo1",1501987.5,10087.5,0,NA,23,0,2,3394,17.5,27,956,0,22,18568,-318,0,-2
101146,"pseudo1",1687987.5,49087.5,0,NA,0,0,0,545,0,37,1992,4,310,10421,0,-8,178
101147,"pseudo1",1643287.5,37287.5,0,NA,0,0,0,257,0,51,2369,12,320,14486,0,-10,-27
101148,"pseudo1",1666087.5,142187.5,0,NA,0,0,0,3212,25,35,1088,0,52,17575,-102,0,-13
101149,"pseudo1",1664087.5,100087.5,0,NA,0,0,13,2147,17,44,1676,0,155,19119,54,-2,-19
101150,"pseudo1",1609787.5,14387.5,0,NA,0,0,0,2798,7,29,685,0,153,16506,-351,0,-4
101151,"pseudo1",1633087.5,45087.5,0,NA,0,1,0,402,0,45,1843,7,510,21432,0,-9,-123
101152,"pseudo1",1752287.5,142387.5,0,NA,17,0,8,2309,11.875,46,1855,0,166,20705,37,-2,146
101153,"pseudo1",1751287.5,138487.5,0,NA,0,0,0,2147,12,48,2048,0,131,15704,38,-2,-35
101154,"pseudo1",1723787.5,158987.5,0,NA,14,0,17,2823,23.5,38,1251,0,30,18352,-2,0,32
101155,"pseudo1",1794387.5,74287.5,0,NA,0,1,0,719,0,40,1127,3,274,12478,0,-8,2
101156,"pseudo1",1591587.5,81687.5,0,NA,0,0,0,2870,25,34,1146,0,34,18076,-21,0,18
101157,"pseudo1",1576187.5,67287.5,0,NA,0,0,0,2507,25,36,1492,0,21,18595,54,-1,21
101158,"pseudo1",1714387.5,133287.5,0,NA,0,0,0,3077,24,40,1373,0,16,18411,54,0,-3
101159,"pseudo1",1808587.5,74687.5,0,NA,0,0,0,664,0,38,987,4,233,14954,0,-8,-48
101160,"pseudo1",1634987.5,124487.5,0,NA,0,0,0,3184,25,35,1112,0,33,17320,-86,0,-1
101161,"pseudo1",1772787.5,47287.5,0,NA,0,1,0,770,12,38,1336,3,268,20463,38,-7,118
101162,"pseudo1",1629587.5,81887.5,0,NA,0,0,0,2691,12,41,1300,0,98,20318,20,-1,26
101163,"pseudo1",1623087.5,140687.5,0,NA,0,1,0,2197,17,40,1639,0,259,11493,53,-2,97
101164,"pseudo1",1735187.5,91787.5,0,NA,0,0,0,247,0,50,2330,9,490,7164,0,-10,419
101165,"pseudo1",1683587.5,135187.5,0,NA,0,0,0,3363,25,36,1072,0,0,18424,-93,0,-7
101166,"pseudo1",1653287.5,21587.5,0,NA,0,0,0,900,7,35,1647,2,128,19871,23,-6,7
101167,"pseudo1",1542787.5,82787.5,0,NA,2,0,4,2845,26,32,1132,0,43,18593,-125,0,-53
101168,"pseudo1",1607387.5,20387.5,0,NA,0,0,0,3624,24,27,597,0,2,18275,-489,1,-48
101169,"pseudo1",1739187.5,114887.5,0,NA,0,1,0,1852,7,47,1937,0,505,10262,8,-3,-146
101170,"pseudo1",1750087.5,171187.5,0,NA,45,0,54,3119,24,37,1009,0,4,18424,-66,0,1
101171,"pseudo1",1642587.5,23787.5,0,NA,0,0,100,1801,7,29,1094,0,256,14176,-73,-3,25
101172,"pseudo1",1748587.5,160087.5,0,NA,0,0,0,2998,1.5,39,1139,0,0,18353,-96,0,-30
101173,"pseudo1",1567987.5,15987.5,0,NA,35,0,8,2238,12,35,1334,0,259,20356,-76,-1,-6
101174,"pseudo1",1741487.5,162187.5,0,NA,23,0,8,2920,24.375,38,1146,0,38,18115,-16,0,13
101175,"pseudo1",1736087.5,105687.5,0,NA,0,0,0,2841,0,46,1704,0,86,16624,0,0,146
101176,"pseudo1",1632687.5,46387.5,0,NA,0,1,0,573,0,43,1726,4,345,12664,0,-8,41
101177,"pseudo1",1734387.5,-15112.5,0,NA,54,1,33,3331,7,31,1712,0,362,16939,-12,0,-367
101178,"pseudo1",1802487.5,76987.5,0,NA,0,0,0,421,0,40,1114,6,248,15709,0,-10,-126
101179,"pseudo1",1697387.5,184887.5,0,NA,29,1,2,2842,12.625,34,1021,0,199,21673,-258,0,6
101180,"pseudo1",1585087.5,-20512.5,0,NA,0,1,0,785,7,40,1950,2,285,21079,23,-7,-14
101181,"pseudo1",1572987.5,144587.5,0,NA,81,1,19,2903,12.0625,35,1157,0,383,21529,-130,0,-168
101182,"pseudo1",1791387.5,45487.5,0,NA,0,0,0,1488,0,35,1116,0,0,17582,-18,-5,-58
101183,"pseudo1",1730987.5,160087.5,0,NA,0,0,0,2937,25,38,1164,0,35,19176,-41,0,-26
101184,"pseudo1",1580587.5,83587.5,0,NA,0,0,0,2945,25,32,1082,0,20,18200,-84,0,-9
101185,"pseudo1",1716387.5,89987.5,0,NA,0,1,100,1791,7.0625,44,1725,0,527,4782,24,-3,-262
101186,"pseudo1",1716887.5,39187.5,0,NA,35,0,65,1722,2.0625,33,1831,0,446,7470,7,-3,45
101187,"pseudo1",1599687.5,9887.5,0,NA,0,0,0,1073,2,41,1661,1,348,16438,6,-5,100
101188,"pseudo1",1503687.5,12587.5,0,NA,13,0,0,3369,24,27,970,0,14,18746,-240,0,4
101189,"pseudo1",1720287.5,34287.5,0,NA,0,0,0,1305,3,34,1936,0,256,19500,8,-4,-72
101190,"pseudo1",1699087.5,24687.5,0,NA,14,0,29,1300,0,33,2060,1,488,8798,0,-5,692
101191,"pseudo1",1653487.5,76587.5,0,NA,0,0,0,3111,0,41,1229,0,0,17947,-73,0,-26
101192,"pseudo1",1619187.5,49587.5,0,NA,2,0,10,1632,12.125,42,1462,0,164,12916,39,-4,-99
101193,"pseudo1",1633887.5,75887.5,0,NA,25,0,62,2178,12,44,1574,0,208,16939,38,-2,157
101194,"pseudo1",1653787.5,70087.5,0,NA,0,1,0,1182,12,46,1702,0,113,14963,38,-5,0
101195,"pseudo1",1749287.5,101287.5,0,NA,0,1,0,1119,12,47,1867,0,214,16465,39,-6,-137
101196,"pseudo1",1741487.5,78187.5,0,NA,0,1,0,1671,9.5,40,1253,0,175,14333,16,-3,47
101197,"pseudo1",1630787.5,42187.5,0,NA,0,0,0,930,0,42,1626,2,147,12180,0,-6,-128
101198,"pseudo1",1736787.5,4087.5,0,NA,94,0,6,2903,6.5625,32,1814,0,341,9378,22,0,10
101199,"pseudo1",1808587.5,61487.5,0,NA,0,1,0,913,7,36,1407,2,185,17136,23,-8,-1
101200,"pseudo1",1641087.5,149587.5,0,NA,100,1,0,2939,12,36,1146,0,204,12985,-30,0,1
101201,"pseudo1",1580387.5,41487.5,0,NA,2,1,92,1914,7,39,1556,0,358,14878,21,-2,79
101202,"pseudo1",1703287.5,51287.5,0,NA,31,1,62,2216,18,30,1530,0,182,13630,17,-2,-189
101203,"pseudo1",1757887.5,96387.5,0,NA,0,1,0,1389,6.9375,44,1508,0,650,8070,22,-5,335
101204,"pseudo1",1676687.5,167687.5,0,NA,0,1,0,3113,24,34,1106,0,140,19880,-183,0,31
101205,"pseudo1",1616687.5,57387.5,0,NA,2,1,17,1212,7,45,1703,0,327,20526,21,-5,157
101206,"pseudo1",1637987.5,21687.5,0,NA,14,0,29,1089,6.5,34,1408,1,319,14255,9,-5,107
101207,"pseudo1",1803987.5,47987.5,0,NA,0,0,0,794,0,36,1618,2,546,20201,0,-8,12
101208,"pseudo1",1738987.5,145987.5,0,NA,0,0,0,2710,20.9375,42,1499,0,208,19370,78,0,32
101209,"pseudo1",1635987.5,84287.5,0,NA,0,0,0,2558,19.875,42,1433,0,35,17658,83,-1,-52
101210,"pseudo1",1735387.5,169987.5,0,NA,0,0,0,3165,25,36,945,0,57,19435,-178,0,-31
101211,"pseudo1",1680687.5,100187.5,0,NA,0,0,0,3233,17,41,1276,0,75,15972,29,0,-35
101212,"pseudo1",1837387.5,96687.5,0,NA,0,1,0,932,12,38,1050,1,233,21496,39,-7,-7
101213,"pseudo1",1576887.5,47587.5,0,NA,0,1,0,1571,7,40,1852,0,42,18466,22,-4,122
101214,"pseudo1",1616387.5,103287.5,0,NA,0,0,0,2902,25,35,1175,0,21,18441,-31,0,-43
101215,"pseudo1",1693687.5,91187.5,0,NA,6,1,37,1504,7,46,1738,0,369,10223,7,-4,199
101216,"pseudo1",1505487.5,17087.5,0,NA,67,0,2,3427,17,27,965,0,25,18554,-317,0,8
101217,"pseudo1",1774887.5,102287.5,0,NA,0,0,6,3021,12,39,1074,0,170,15337,-52,0,-140
101218,"pseudo1",1744987.5,156187.5,0,NA,17,0,46,3033,17,39,1141,0,216,16050,0,0,-157
101219,"pseudo1",1581587.5,81487.5,0,NA,0,0,0,3002,26,32,1030,0,4,18630,-115,0,-32
101220,"pseudo1",1663887.5,157387.5,0,NA,44,0,6,3032,24,36,1163,0,141,19182,-103,0,0
101221,"pseudo1",1617187.5,134287.5,0,NA,27,1,72,2594,12,37,1431,0,336,9660,37,-1,-24
101222,"pseudo1",1830987.5,88387.5,0,NA,0,0,0,1642,16.8125,35,842,0,233,11860,17,-5,157
101223,"pseudo1",1748987.5,76987.5,0,NA,56,0,37,2365,7.75,37,1091,0,282,19540,-88,-1,-181
101224,"pseudo1",1569087.5,103987.5,0,NA,6,0,94,2861,14.5,34,1204,0,96,20385,-166,0,1
101225,"pseudo1",1609787.5,15387.5,0,NA,19,0,12,2670,7,29,749,0,288,19292,-359,0,25
101226,"pseudo1",1695187.5,28787.5,0,NA,0,0,75,2552,8,30,1842,0,140,15564,0,-1,-178
101227,"pseudo1",1603787.5,30987.5,0,NA,0,0,0,879,0,43,1925,2,30,18099,0,-6,-123
101228,"pseudo1",1810687.5,67087.5,0,NA,0,1,0,836,0,36,1223,2,299,10581,0,-8,157
101229,"pseudo1",1718687.5,35487.5,0,NA,0,0,0,1252,2.8125,34,1931,0,207,13405,9,-4,-156
101230,"pseudo1",1616187.5,48687.5,0,NA,0,0,0,1002,6.875,44,1677,1,274,21282,18,-6,-147
101231,"pseudo1",1687887.5,107387.5,0,NA,0,0,0,3272,0,40,1295,0,0,18176,-28,0,-27
101232,"pseudo1",1668987.5,112387.5,0,NA,19,0,12,3012,25.25,40,1305,0,119,14211,118,0,-18
101233,"pseudo1",1755487.5,137387.5,0,NA,0,0,25,2074,18,47,1988,1,87,16556,87,-2,-22
101234,"pseudo1",1564487.5,54787.5,0,NA,13,0,0,3076,26,33,1232,0,11,18321,-52,0,-10
101235,"pseudo1",1686687.5,74287.5,0,NA,0,0,0,1166,3,46,1788,0,273,14193,9,-5,-147
101236,"pseudo1",1772487.5,110487.5,0,NA,2,1,79,1854,6.5625,43,1309,0,282,18964,24,-3,-214
101237,"pseudo1",1608187.5,46387.5,0,NA,4,0,46,1604,12,43,1542,0,262,20078,39,-4,-18
101238,"pseudo1",1668887.5,117687.5,0,NA,0,0,0,3158,25,38,1162,0,5,18357,-44,0,-9
101239,"pseudo1",1670687.5,38687.5,0,NA,0,0,0,937,7,38,2050,2,265,22188,22,-6,97
101240,"pseudo1",1675087.5,67687.5,0,NA,6,0,19,2500,12.375,42,1586,0,296,16487,33,-1,-203
101241,"pseudo1",1673387.5,152287.5,0,NA,54,0,46,3284,24,35,1060,0,64,17514,-137,0,26
101242,"pseudo1",1716087.5,66687.5,0,NA,0,0,0,1025,6.6875,39,1376,1,396,13725,22,-5,88
101243,"pseudo1",1688387.5,144087.5,0,NA,0,0,0,3147,25,36,1045,0,49,19288,-110,0,-74
101244,"pseudo1",1592487.5,46487.5,0,NA,10,1,52,2411,7,39,1485,0,244,11022,24,-1,-82
101245,"pseudo1",1645487.5,78087.5,0,NA,4,1,8,1553,12,45,1676,0,106,20063,52,-4,39
101246,"pseudo1",1648987.5,42187.5,0,NA,0,0,0,345,0,51,2298,9,333,16777,0,-10,114
101247,"pseudo1",1599087.5,146987.5,0,NA,19,1,0,2624,25,37,1375,0,67,18657,4,0,-13
101248,"pseudo1",1690887.5,54387.5,0,NA,0,0,0,605,0,38,1925,3,305,21300,0,-8,53
101249,"pseudo1",1674387.5,85287.5,0,NA,2,1,92,1883,7,45,1619,0,279,16988,23,-3,-129
101250,"pseudo1",1814987.5,85187.5,0,NA,0,0,0,717,0,39,1090,3,211,14624,0,-8,-143
101251,"pseudo1",1613187.5,-6512.5,0,NA,0,0,0,596,0,40,1600,4,71,14763,0,-8,-9
101252,"pseudo1",1677187.5,61987.5,0,NA,0,0,0,1802,3.5,41,1726,0,427,11897,0,-3,-399
101253,"pseudo1",1607087.5,35587.5,0,NA,0,1,0,939,0.875,42,1811,1,261,18903,4,-6,-114
101254,"pseudo1",1763087.5,51787.5,0,NA,4,0,2,1422,7.6875,36,1300,1,311,15778,24,-4,-136
101255,"pseudo1",1721287.5,-9112.5,0,NA,0,0,0,4295,17,30,1792,0,75,19931,14,2,-61
101256,"pseudo1",1637587.5,6287.5,0,NA,2,0,10,2077,7,27,593,0,422,13581,-169,-2,-304
101257,"pseudo1",1525587.5,44087.5,0,NA,6,0,6,3523,17,28,1003,0,19,18595,-327,1,3
101258,"pseudo1",1502987.5,16887.5,0,NA,31,0,0,3475,25,27,962,0,121,17691,-229,0,-8
101259,"pseudo1",1758887.5,147487.5,0,NA,64,0,29,2439,12,45,1667,0,247,11436,38,-1,39
101260,"pseudo1",1663887.5,45587.5,0,NA,0,0,0,1158,0,41,1826,1,444,21027,0,-5,-157
101261,"pseudo1",1686387.5,104387.5,0,NA,4,1,2,2898,17,41,1377,0,202,21817,43,0,111
101262,"pseudo1",1658987.5,14187.5,0,NA,0,0,0,1808,7,31,1216,0,249,13183,-41,-3,-39
101263,"pseudo1",1710287.5,56987.5,0,NA,0,0,0,919,8,36,1512,1,63,18897,40,-6,-159
101264,"pseudo1",1747687.5,134587.5,0,NA,0,0,6,1664,11.625,50,2460,1,384,20862,37,-4,356
101265,"pseudo1",1585587.5,29887.5,0,NA,0,1,81,1502,8.25,41,1739,0,305,10523,30,-4,54
101266,"pseudo1",1664387.5,119287.5,0,NA,0,0,0,3120,24.5625,37,1168,0,63,17045,-3,0,-7
101267,"pseudo1",1810987.5,56987.5,0,NA,0,0,0,517,0,36,1553,6,207,19041,0,-10,124
101268,"pseudo1",1717687.5,14687.5,0,NA,0,0,0,3951,0,30,1820,0,166,21164,-20,2,-49
101269,"pseudo1",1776587.5,105087.5,0,NA,0,1,0,2353,12,41,1190,0,81,18806,-20,-2,-79
101270,"pseudo1",1837087.5,97487.5,0,NA,0,1,0,564,0,39,1145,4,219,20880,0,-9,262
101271,"pseudo1",1795187.5,73087.5,0,NA,0,1,0,720,0,39,1118,3,274,12396,0,-8,-24
101272,"pseudo1",1623187.5,73087.5,0,NA,27,0,60,2950,23,40,1243,0,19,18241,8,0,-3
101273,"pseudo1",1639287.5,56787.5,0,NA,0,1,0,1143,7,46,1610,1,117,18597,7,-5,199
101274,"pseudo1",1587787.5,145787.5,0,NA,6,1,0,2801,15.9375,36,1266,0,288,22233,-95,0,-18
101275,"pseudo1",1636587.5,165287.5,0,NA,0,0,0,3445,17,33,899,0,9,18247,-260,0,-16
101276,"pseudo1",1726787.5,153887.5,0,NA,0,0,0,2908,17,39,1262,0,25,18322,-15,0,-32
101277,"pseudo1",1715787.5,115887.5,0,NA,0,0,0,2475,13,46,1922,0,14,18614,55,-1,-56
101278,"pseudo1",1647987.5,69087.5,0,NA,2,1,98,2500,7,43,1338,0,377,15092,19,-1,0
101279,"pseudo1",1817487.5,40687.5,0,NA,6,0,25,1558,7,34,1383,0,23,17080,39,-4,-120
101280,"pseudo1",1796587.5,57587.5,0,NA,0,0,100,1275,2.25,35,1342,1,439,7767,8,-6,-97
101281,"pseudo1",1675187.5,75987.5,0,NA,0,1,0,1590,7,46,1757,0,283,20595,8,-3,-82
101282,"pseudo1",1811187.5,33887.5,0,NA,2,0,85,1998,7,33,1255,0,306,16541,8,-3,-33
101283,"pseudo1",1726287.5,89787.5,0,NA,0,1,0,1033,0,46,2015,1,321,20085,0,-6,-140
101284,"pseudo1",1780287.5,98387.5,0,NA,0,1,0,1825,13,41,1224,0,146,19287,30,-3,-120
101285,"pseudo1",1698187.5,70387.5,0,NA,17,0,8,1402,6.5,43,1580,0,404,12901,20,-4,139
101286,"pseudo1",1546787.5,97187.5,0,NA,23,1,71,2092,17,38,1677,0,158,14125,41,-2,29
101287,"pseudo1",1633987.5,18987.5,0,NA,0,0,0,653,2,38,1607,4,335,16390,6,-8,141
101288,"pseudo1",1572487.5,51187.5,0,NA,45,0,54,2313,12,38,1683,0,211,12635,37,-1,7
101289,"pseudo1",1729287.5,4387.5,0,NA,67,0,2,3579,12.5,31,1857,0,136,17157,39,1,-178
101290,"pseudo1",1730287.5,81287.5,0,NA,0,0,0,749,0,44,1697,2,326,21364,0,-7,-38
101291,"pseudo1",1728487.5,127587.5,0,NA,0,0,0,3205,24,42,1569,0,2,18299,79,0,0
101292,"pseudo1",1727687.5,587.5,0,NA,17,0,2,4046,17,30,1816,0,28,18573,31,2,-50
101293,"pseudo1",1603987.5,32587.5,0,NA,0,1,0,695,0,44,1988,3,194,12247,0,-7,0
101294,"pseudo1",1549487.5,100087.5,0,NA,0,1,0,1956,15.75,39,1779,0,97,19127,39,-3,78
101295,"pseudo1",1738287.5,138187.5,0,NA,4,0,90,2634,12.1875,44,1787,0,332,9106,85,-1,-77
101296,"pseudo1",1761787.5,93387.5,0,NA,0,1,100,2104,7,41,1225,0,334,16501,15,-2,-73
101297,"pseudo1",1565287.5,98687.5,0,NA,0,0,0,3196,12,32,1068,0,32,17597,-212,0,6
101298,"pseudo1",1755087.5,127187.5,0,NA,10,1,2,2024,17,45,1802,1,132,14987,54,-2,8
101299,"pseudo1",1590787.5,110687.5,0,NA,2,0,4,3354,0,31,961,0,10,18151,-321,0,-15
101300,"pseudo1",1731587.5,128387.5,0,NA,0,0,0,3171,24,43,1617,0,28,18098,80,0,-2
101301,"pseudo1",1506687.5,19287.5,0,NA,0,0,0,3390,12.5,27,992,0,7,18252,-223,0,-2
101302,"pseudo1",1668987.5,38487.5,0,NA,0,0,0,1012,7,37,1936,2,39,18891,37,-6,151
101303,"pseudo1",1520587.5,43387.5,0,NA,0,0,0,3208,25,29,1143,0,154,21061,-246,0,1
101304,"pseudo1",1623187.5,123987.5,0,NA,0,0,0,3281,37,34,1052,0,4,18182,-154,0,-1
101305,"pseudo1",1547987.5,77587.5,0,NA,0,0,0,3197,17,30,906,0,0,18411,-295,0,0
101306,"pseudo1",1654287.5,54487.5,0,NA,0,0,0,60,0,54,2472,20,74,20352,0,-12,-24
101307,"pseudo1",1707487.5,33787.5,0,NA,0,0,0,1469,0,33,1972,0,340,10151,0,-4,-101
101308,"pseudo1",1557887.5,49087.5,0,NA,0,0,0,2987,12,33,1309,0,161,20360,-47,0,3
101309,"pseudo1",1598887.5,76487.5,0,NA,0,0,0,2517,17,38,1448,0,42,17492,34,-1,25
101310,"pseudo1",1577487.5,85687.5,0,NA,29,0,8,3159,25,31,1007,0,22,18852,-169,0,-29
101311,"pseudo1",1654287.5,84287.5,0,NA,10,1,2,1882,12,43,1578,0,71,17473,52,-3,44
101312,"pseudo1",1698487.5,43987.5,0,NA,0,0,0,1176,0.375,31,1875,0,343,22057,-1,-5,-24
101313,"pseudo1",1586487.5,-712.5,0,NA,0,1,0,1304,7,41,1649,0,363,9090,7,-4,-1
101314,"pseudo1",1623187.5,68987.5,0,NA,0,1,0,2076,7,43,1617,0,275,10855,24,-2,-189
101315,"pseudo1",1535287.5,68387.5,0,NA,92,0,8,2757,12,32,1239,0,44,18961,-129,0,-4
101316,"pseudo1",1570587.5,105487.5,0,NA,39,1,60,2780,7.9375,34,1211,0,129,16041,-99,0,25
101317,"pseudo1",1635887.5,-6912.5,0,NA,0,0,0,1014,3,34,1150,2,197,14580,-13,-6,-140
101318,"pseudo1",1640887.5,136787.5,0,NA,8,0,92,3293,17,34,1046,0,1,18434,-193,0,0
101319,"pseudo1",1686487.5,146687.5,0,NA,44,0,19,3136,24,36,1052,0,73,17359,-82,0,-8
101320,"pseudo1",1729787.5,101487.5,0,NA,17,1,2,1482,7,49,2086,0,266,10946,23,-4,15
101321,"pseudo1",1707887.5,83287.5,0,NA,0,0,0,1081,0,45,1715,0,233,9485,0,-5,-126
101322,"pseudo1",1647787.5,119987.5,0,NA,0,0,0,3036,17,37,1208,0,39,18974,-66,0,-48
101323,"pseudo1",1770587.5,50387.5,0,NA,0,0,0,601,0,38,1355,4,505,8405,0,-8,29
101324,"pseudo1",1653287.5,-6012.5,0,NA,0,0,0,752,0,39,1503,4,320,19700,0,-7,125
101325,"pseudo1",1629987.5,31687.5,0,NA,2,0,4,1522,7.25,35,1464,0,209,16360,10,-4,-253
