"siteid","spid","x","y","occ","group","sabio1","sabio2","sabio4","sabio5","sabio6","sabio7","sabio8","sabio12","sabio15","sabio17","sabio18"
101421,"pseudo1",-53.0329458769,-19.274918974,0,NA,241,118,1477,315,148,167,249,1830,56,85,396
101422,"pseudo1",-76.8912792102,8.05008102605,0,NA,266,79,280,313,223,90,265,2478,40,224,373
101423,"pseudo1",-68.1079458769,-11.6832523073,0,NA,257,109,1074,332,170,162,263,1909,51,115,417
101424,"pseudo1",-70.7912792102,-9.81658564062,0,NA,251,111,477,318,173,145,252,2094,52,96,662
101425,"pseudo1",-75.2412792102,-4.95825230729,0,NA,267,98,360,326,210,116,265,2193,21,348,539
101426,"pseudo1",-75.6496125435,-11.7165856406,0,NA,73,140,843,152,-27,179,77,835,62,30,232
101427,"pseudo1",-51.2246125435,-21.9082523073,0,NA,224,124,2607,304,109,195,249,1371,51,111,527
101428,"pseudo1",-53.5079458769,-6.54991897395,0,NA,249,119,452,325,173,152,244,2336,55,79,310
101429,"pseudo1",-74.7829458769,-5.09158564062,0,NA,269,103,375,330,207,123,267,2368,21,354,528
101430,"pseudo1",-55.2746125435,-15.2415856406,0,NA,238,119,1341,316,140,176,248,1867,60,42,730
101431,"pseudo1",-65.1496125435,-0.766585640619,0,NA,265,90,337,315,214,101,261,2718,20,479,531
101432,"pseudo1",-40.7329458769,-4.12491897395,0,NA,234,111,728,308,168,140,227,1208,94,10,52
101433,"pseudo1",-73.7079458769,-13.7832523073,0,NA,132,177,1070,244,18,226,136,821,72,30,165
101434,"pseudo1",-69.0246125435,0.558414359381,0,NA,254,92,451,308,202,106,251,3786,18,711,721
101435,"pseudo1",-58.4496125435,-15.8665856406,0,NA,260,131,1775,342,151,191,269,1721,64,63,306
101436,"pseudo1",-49.8246125435,-9.89991897395,0,NA,270,124,478,346,185,161,270,2403,64,32,490
101437,"pseudo1",-60.4496125435,-2.69991897395,0,NA,272,84,473,327,226,101,268,2750,37,301,359
101438,"pseudo1",-61.8829458769,-3.74991897395,0,NA,267,86,425,322,220,102,263,2807,36,304,388
101439,"pseudo1",-63.2996125435,-15.4165856406,0,NA,257,113,1746,332,162,170,272,1414,56,108,395
101440,"pseudo1",-71.1162792102,-15.399918974,0,NA,24,188,2007,135,-133,268,43,910,85,12,432
101441,"pseudo1",-68.1079458769,3.55841435938,0,NA,270,100,632,340,216,124,261,3059,51,276,278
101442,"pseudo1",-78.6662792102,1.57508102605,0,NA,259,63,315,297,223,74,262,3602,31,502,1095
101443,"pseudo1",-50.6496125435,-11.199918974,0,NA,278,118,751,348,195,153,283,2128,73,18,411
101444,"pseudo1",-66.0662792102,-18.349918974,0,NA,168,172,2668,282,16,266,189,865,100,1,205
101445,"pseudo1",-42.9746125435,-8.44991897395,0,NA,267,141,776,353,176,177,269,952,73,8,157
101446,"pseudo1",-62.2412792102,-5.81658564062,0,NA,263,93,363,322,208,114,259,2708,45,192,366
101447,"pseudo1",-62.9079458769,-20.949918974,0,NA,237,132,3600,340,101,239,263,682,73,8,298
101448,"pseudo1",-54.9579458769,-30.149918974,0,NA,194,114,4030,311,87,224,213,1728,8,361,383
101449,"pseudo1",-73.5662792102,-2.34158564062,0,NA,261,98,387,314,202,112,262,3519,10,734,772
101450,"pseudo1",-70.5996125435,-4.13325230729,0,NA,259,95,371,312,200,112,260,3047,20,496,661
101451,"pseudo1",-76.8579458769,0.875081026047,0,NA,204,102,423,261,144,117,198,3274,27,544,585
101452,"pseudo1",-46.1412792102,-4.04158564062,0,NA,267,103,444,332,207,125,264,1861,69,84,201
101453,"pseudo1",-57.5829458769,-12.324918974,0,NA,251,137,970,349,141,208,254,2389,70,27,456
101454,"pseudo1",-55.1079458769,-7.26658564062,0,NA,253,122,544,344,169,175,247,2541,60,68,294
101455,"pseudo1",-69.8662792102,-13.6832523073,0,NA,192,116,1304,264,104,160,201,3497,47,333,914
101456,"pseudo1",-62.3746125435,-9.12491897395,0,NA,255,109,581,332,172,160,253,2541,58,73,520
101457,"pseudo1",-79.0579458769,-4.23325230729,0,NA,104,111,437,178,43,135,103,1616,25,255,354
101458,"pseudo1",-38.1246125435,-6.49158564062,0,NA,254,105,934,323,184,139,253,938,89,15,122
101459,"pseudo1",-68.7496125435,-1.43325230729,0,NA,254,86,386,304,204,100,251,3820,15,677,857
101460,"pseudo1",-41.1162792102,-14.2665856406,0,NA,236,105,1394,302,154,148,245,675,69,19,228
101461,"pseudo1",-75.0162792102,-5.15825230729,0,NA,268,102,385,329,208,121,266,2297,22,347,509
101462,"pseudo1",-43.1162792102,-7.43325230729,0,NA,269,119,824,349,194,155,267,1065,74,6,160
101463,"pseudo1",-49.6829458769,-17.6415856406,0,NA,246,125,1468,323,139,184,253,1541,70,20,175
101464,"pseudo1",-76.0662792102,-6.15825230729,0,NA,264,118,401,331,193,138,264,2294,24,318,545
101465,"pseudo1",-49.9746125435,-25.274918974,0,NA,180,115,2852,269,75,194,210,1648,27,269,518
101466,"pseudo1",-40.4079458769,-10.0332523073,0,NA,226,118,1517,302,143,159,239,521,65,18,215
101467,"pseudo1",-43.4579458769,-8.85825230729,0,NA,254,133,636,337,170,167,253,1014,74,3,174
101468,"pseudo1",-72.1329458769,-13.374918974,0,NA,102,142,837,188,3,185,104,896,74,18,246
101469,"pseudo1",-66.2912792102,-21.1415856406,0,NA,90,161,3571,211,-56,267,121,170,119,0,75
101470,"pseudo1",-54.6579458769,-10.6915856406,0,NA,251,150,720,363,142,221,248,2523,66,21,321
101471,"pseudo1",-71.6329458769,-5.71658564062,0,NA,256,99,404,313,193,120,257,2576,25,336,670
101472,"pseudo1",-57.8412792102,-6.66658564062,0,NA,264,105,374,342,181,161,262,2531,54,107,479
101473,"pseudo1",-74.3412792102,2.40008102605,0,NA,256,101,615,319,194,125,254,2706,37,303,402
101474,"pseudo1",-79.6496125435,-3.39158564062,0,NA,204,92,393,257,151,106,206,1066,64,57,364
101475,"pseudo1",-73.9746125435,-3.58325230729,0,NA,261,102,404,320,200,120,260,3247,10,642,770
101476,"pseudo1",-52.1162792102,-23.674918974,0,NA,211,126,2701,301,105,196,239,1568,29,226,488
101477,"pseudo1",-75.9996125435,8.72508102605,0,NA,273,88,315,325,224,101,270,1309,59,59,146
101478,"pseudo1",-54.3496125435,1.55008102605,0,NA,254,97,605,326,202,124,250,2258,51,127,198
101479,"pseudo1",-74.7662792102,-3.84158564062,0,NA,260,101,446,319,198,121,260,2747,12,510,651
101480,"pseudo1",-67.4829458769,1.01674769271,0,NA,265,106,346,324,208,116,262,3533,18,686,713
101481,"pseudo1",-50.5079458769,-20.324918974,0,NA,226,129,2203,301,109,192,245,1379,62,72,577
101482,"pseudo1",-62.1912792102,-13.8582523073,0,NA,244,132,972,328,145,183,250,1996,69,43,411
101483,"pseudo1",-46.8746125435,-6.29158564062,0,NA,253,125,458,338,159,179,252,1571,62,54,242
101484,"pseudo1",-49.6912792102,-1.49158564062,0,NA,268,98,325,326,216,110,266,2930,52,170,254
101485,"pseudo1",-52.2246125435,-24.8915856406,0,NA,181,117,2793,269,77,192,211,1887,27,335,556
101486,"pseudo1",-49.4662792102,-15.0582523073,0,NA,249,91,772,317,182,135,249,2003,73,20,64
101487,"pseudo1",-47.8579458769,-16.874918974,0,NA,224,141,1357,303,107,196,231,1592,64,44,373
101488,"pseudo1",-44.0746125435,-11.974918974,0,NA,246,146,1106,343,136,207,250,1106,75,1,245
101489,"pseudo1",-36.9746125435,-10.699918974,0,NA,253,69,1202,302,201,101,249,1413,62,114,214
101490,"pseudo1",-61.3412792102,3.84174769271,0,NA,268,112,465,335,206,129,262,1670,65,139,208
101491,"pseudo1",-63.5496125435,-10.449918974,0,NA,248,113,524,324,173,151,246,2650,55,93,333
101492,"pseudo1",-46.2079458769,-17.3582523073,0,NA,238,127,1326,315,138,177,244,1515,76,17,557
101493,"pseudo1",-64.3996125435,-15.924918974,0,NA,253,101,1851,321,158,163,268,3126,47,295,1073
101494,"pseudo1",-75.5079458769,-1.30825230729,0,NA,254,95,575,308,195,113,246,2818,20,470,512
101495,"pseudo1",-61.4246125435,-12.5582523073,0,NA,224,131,484,313,130,183,226,1991,64,46,269
101496,"pseudo1",-44.3579458769,-8.11658564062,0,NA,257,113,875,337,186,151,252,1152,71,5,80
101497,"pseudo1",-47.6496125435,-8.19158564062,0,NA,263,112,615,343,188,155,258,2051,65,27,62
101498,"pseudo1",-71.7746125435,-15.2165856406,0,NA,46,178,1763,160,-95,255,60,926,83,16,439
101499,"pseudo1",-44.7496125435,-18.749918974,0,NA,226,134,1844,305,113,192,239,1401,77,16,504
101500,"pseudo1",-77.2662792102,5.91674769271,0,NA,253,82,253,302,209,93,250,5839,20,910,1301
101501,"pseudo1",-63.3162792102,3.45841435938,0,NA,252,107,317,313,195,118,248,2299,30,379,472
101502,"pseudo1",-76.4996125435,1.23341435938,0,NA,192,98,375,247,135,112,187,3993,22,693,739
101503,"pseudo1",-56.6329458769,-14.799918974,0,NA,252,119,1038,316,152,164,259,1760,58,57,660
101504,"pseudo1",-71.4746125435,-7.32491897395,0,NA,257,100,488,315,188,127,260,2492,34,243,579
101505,"pseudo1",-74.6079458769,-15.2082523073,0,NA,124,141,2254,214,11,203,149,35,115,0,21
101506,"pseudo1",-45.2579458769,-10.974918974,0,NA,233,151,1045,336,118,218,238,1101,75,0,251
101507,"pseudo1",-70.4412792102,-9.27491897395,0,NA,251,114,529,317,172,145,253,2247,54,99,689
101508,"pseudo1",-54.1496125435,-10.0915856406,0,NA,250,149,618,364,143,221,246,2800,64,32,387
101509,"pseudo1",-74.7246125435,-2.12491897395,0,NA,260,99,465,316,199,117,254,3140,15,573,620
101510,"pseudo1",-78.8496125435,-0.624918973953,0,NA,113,101,335,167,53,114,116,1497,49,117,531
101511,"pseudo1",-44.5662792102,-10.8415856406,0,NA,241,155,1163,345,119,226,245,1161,76,2,233
101512,"pseudo1",-78.9996125435,-2.09991897395,0,NA,210,110,405,268,142,126,214,959,76,34,507
101513,"pseudo1",-68.7996125435,-15.999918974,0,NA,93,129,1384,171,-21,192,105,866,72,28,324
101514,"pseudo1",-43.3746125435,-21.624918974,0,NA,204,108,2135,282,109,173,224,1813,68,59,685
101515,"pseudo1",-39.8912792102,-7.24991897395,0,NA,225,102,1045,296,157,139,223,930,80,21,110
101516,"pseudo1",-77.6162792102,-1.57491897395,0,NA,228,94,399,282,172,110,226,5375,14,1063,1279
101517,"pseudo1",-55.9662792102,-12.9832523073,0,NA,252,140,914,346,145,201,253,2194,71,26,423
101518,"pseudo1",-50.3746125435,-24.474918974,0,NA,189,127,2882,282,77,205,219,1527,24,234,443
101519,"pseudo1",-64.0496125435,-9.82491897395,0,NA,257,106,590,327,186,141,256,2494,53,96,321
101520,"pseudo1",-68.1912792102,-4.45825230729,0,NA,256,95,312,312,200,112,256,2859,27,384,565
101521,"pseudo1",-55.4246125435,-28.6082523073,0,NA,211,112,3945,321,98,223,200,1904,11,396,406
101522,"pseudo1",-50.7579458769,-9.20825230729,0,NA,262,132,427,347,172,175,263,1883,61,28,439
101523,"pseudo1",-58.3662792102,-6.19158564062,0,NA,266,100,364,337,190,147,263,2463,50,142,432
101524,"pseudo1",-76.4579458769,-12.5915856406,0,NA,111,106,2471,200,26,174,142,69,102,0,43
101525,"pseudo1",-47.2329458769,-3.69158564062,0,NA,267,108,281,330,206,124,265,1707,78,60,113
101526,"pseudo1",-66.1746125435,-5.99158564062,0,NA,262,94,312,320,203,117,262,3080,41,264,578
101527,"pseudo1",-55.4829458769,-5.74991897395,0,NA,257,105,497,330,188,142,251,2847,52,120,350
101528,"pseudo1",-72.2579458769,-4.32491897395,0,NA,260,94,412,315,203,112,260,2762,22,423,613
101529,"pseudo1",-65.8579458769,-6.55825230729,0,NA,262,98,303,322,200,122,263,2999,41,244,569
101530,"pseudo1",-65.4662792102,-7.17491897395,0,NA,261,101,340,324,195,129,261,2451,42,179,482
101531,"pseudo1",-61.4079458769,-16.3082523073,0,NA,234,147,1742,330,116,214,246,1299,56,68,268
101532,"pseudo1",-42.9412792102,-4.46658564062,0,NA,272,113,924,355,198,157,264,1741,79,45,80
101533,"pseudo1",-64.2829458769,-0.0999189739528,0,NA,270,95,333,322,218,104,265,2818,29,480,480
101534,"pseudo1",-49.6412792102,-1.49158564062,0,NA,269,98,338,327,217,110,267,2928,53,164,250
101535,"pseudo1",-60.5246125435,-0.224918973953,0,NA,273,92,395,327,219,108,268,2038,40,284,299
101536,"pseudo1",-56.6329458769,-29.9165856406,0,NA,200,119,4513,324,80,244,194,1486,16,255,350
101537,"pseudo1",-46.9579458769,-6.32491897395,0,NA,252,125,451,336,159,177,251,1606,61,58,248
101538,"pseudo1",-66.9329458769,-10.499918974,0,NA,263,107,732,332,183,149,267,2561,49,164,518
101539,"pseudo1",-71.1496125435,2.22508102605,0,NA,271,92,825,340,216,124,264,2808,48,264,264
101540,"pseudo1",-52.0579458769,-30.8332523073,0,NA,190,92,3598,290,95,195,143,1514,12,300,355
101541,"pseudo1",-50.3162792102,-21.249918974,0,NA,223,127,2442,304,108,196,247,1413,61,80,583
101542,"pseudo1",-62.5246125435,-17.0082523073,0,NA,248,124,1828,328,150,178,264,1098,51,101,396
101543,"pseudo1",-67.7496125435,-17.4582523073,0,NA,94,189,2360,211,-56,267,114,430,92,8,209
101544,"pseudo1",-58.2912792102,-18.6832523073,0,NA,257,132,2238,342,149,193,276,1241,50,86,435
101545,"pseudo1",-54.3829458769,-23.4082523073,0,NA,222,119,2653,309,113,196,236,1666,29,230,490
101546,"pseudo1",-38.9912792102,-8.29991897395,0,NA,240,108,1510,317,162,155,248,634,82,15,148
101547,"pseudo1",-46.8996125435,-2.13325230729,0,NA,262,102,324,326,204,122,258,2435,50,189,219
101548,"pseudo1",-52.9662792102,-25.2582523073,0,NA,187,131,3161,287,71,216,221,2007,23,370,567
101549,"pseudo1",-46.9662792102,-17.274918974,0,NA,236,123,1428,311,136,175,243,1518,59,65,534
101550,"pseudo1",-65.6329458769,-5.28325230729,0,NA,264,90,292,320,209,111,265,3124,37,302,597
101551,"pseudo1",-44.0412792102,-13.7165856406,0,NA,231,126,1076,313,141,172,236,973,81,0,241
101552,"pseudo1",-67.1246125435,-2.38325230729,0,NA,254,91,393,308,202,106,252,3378,15,610,635
101553,"pseudo1",-57.0162792102,-16.3332523073,0,NA,266,120,1740,351,163,188,277,1419,62,50,548
101554,"pseudo1",-42.7246125435,-16.2832523073,0,NA,209,129,1729,291,108,183,220,1111,79,14,365
101555,"pseudo1",-45.9246125435,-6.39991897395,0,NA,252,120,627,338,167,171,249,1423,66,29,113
101556,"pseudo1",-40.7579458769,-11.5332523073,0,NA,224,102,1510,295,152,143,235,793,36,84,245
101557,"pseudo1",-75.5412792102,0.158414359381,0,NA,254,92,596,309,201,108,246,3093,26,459,519
101558,"pseudo1",-56.7079458769,-7.89991897395,0,NA,259,121,482,352,164,188,256,2809,57,73,377
101559,"pseudo1",-73.7079458769,-5.14991897395,0,NA,269,104,416,331,205,126,270,2810,18,455,619
101560,"pseudo1",-43.1162792102,-11.224918974,0,NA,257,134,726,333,167,166,261,794,76,1,330
101561,"pseudo1",-71.7412792102,-7.64991897395,0,NA,254,99,550,313,184,129,257,2323,37,211,638
101562,"pseudo1",-47.8746125435,-17.8832523073,0,NA,233,129,1360,311,125,186,241,1700,71,37,367
101563,"pseudo1",-54.0579458769,-0.299918973953,0,NA,267,92,769,334,218,116,261,2250,45,179,260
101564,"pseudo1",-49.7579458769,-23.1415856406,0,NA,208,125,2541,296,98,198,234,1547,43,158,561
101565,"pseudo1",-70.3412792102,-15.5915856406,0,NA,82,170,1722,184,-56,240,95,826,81,10,309
101566,"pseudo1",-52.9079458769,-30.024918974,0,NA,199,97,3441,300,105,195,232,1591,14,310,438
101567,"pseudo1",-70.7996125435,-3.23325230729,0,NA,257,89,386,308,202,106,256,3306,21,545,692
101568,"pseudo1",-39.0662792102,-12.4582523073,0,NA,239,78,1544,299,178,121,232,1051,27,164,204
101569,"pseudo1",-53.1996125435,-1.21658564062,0,NA,273,88,674,334,225,109,267,1938,47,136,173
101570,"pseudo1",-79.1829458769,-3.10825230729,0,NA,94,101,267,156,39,117,94,751,42,70,172
101571,"pseudo1",-74.9412792102,-3.70825230729,0,NA,259,101,476,317,195,122,258,2677,12,497,655
101572,"pseudo1",-52.6912792102,-11.3665856406,0,NA,255,143,767,357,146,211,257,2263,68,19,729
101573,"pseudo1",-67.9662792102,-20.7665856406,0,NA,79,145,3508,188,-49,237,113,107,144,0,73
101574,"pseudo1",-39.3829458769,-13.3165856406,0,NA,233,64,1288,284,183,101,244,1554,16,261,392
101575,"pseudo1",-51.4496125435,-3.89991897395,0,NA,251,94,437,312,193,119,247,2556,61,131,147
101576,"pseudo1",-61.5246125435,-14.674918974,0,NA,240,140,1268,329,132,197,249,1906,68,48,385
101577,"pseudo1",-75.4996125435,-8.25825230729,0,NA,260,128,443,337,183,154,263,3709,28,485,861
101578,"pseudo1",-61.8496125435,-12.3165856406,0,NA,231,132,498,323,137,186,232,1995,62,48,261
101579,"pseudo1",-51.3079458769,-17.099918974,0,NA,246,114,1016,320,156,164,251,1792,68,34,363
101580,"pseudo1",-52.4412792102,-20.9082523073,0,NA,239,117,1969,309,139,170,255,1463,51,90,507
101581,"pseudo1",-70.0162792102,3.00841435938,0,NA,264,93,693,333,212,121,256,3057,49,280,293
101582,"pseudo1",-45.2829458769,-22.0332523073,0,NA,197,139,2316,282,75,207,219,1750,66,69,655
101583,"pseudo1",-45.2496125435,-21.524918974,0,NA,193,132,2236,276,78,198,214,1598,66,58,580
101584,"pseudo1",-49.5912792102,-23.3915856406,0,NA,211,124,2564,298,102,196,238,1458,41,155,517
101585,"pseudo1",-68.1996125435,-15.5165856406,0,NA,225,114,1234,295,134,161,235,1302,60,67,461
101586,"pseudo1",-71.2579458769,-7.37491897395,0,NA,256,101,499,315,188,127,258,2478,35,237,562
101587,"pseudo1",-53.6996125435,-9.27491897395,0,NA,251,144,555,360,147,213,247,2810,62,34,662
101588,"pseudo1",-64.5079458769,-14.2665856406,0,NA,261,119,1219,342,167,175,269,1840,56,95,528
101589,"pseudo1",-45.0496125435,-9.98325230729,0,NA,252,139,773,351,154,197,254,1140,74,2,230
101590,"pseudo1",-54.8329458769,-22.2165856406,0,NA,232,118,2333,313,122,191,242,1590,33,171,419
101591,"pseudo1",-48.1079458769,-12.7332523073,0,NA,245,121,773,332,152,180,245,1671,76,6,144
101592,"pseudo1",-75.4079458769,-0.974918973953,0,NA,255,95,617,311,197,114,246,2797,24,444,483
101593,"pseudo1",-64.2912792102,-13.3415856406,0,NA,261,123,906,345,173,172,266,1669,60,53,336
101594,"pseudo1",-46.1912792102,-19.5665856406,0,NA,195,132,1934,275,75,200,208,1752,71,34,654
101595,"pseudo1",-49.8829458769,-19.4582523073,0,NA,238,128,1552,317,133,184,247,1669,67,43,543
101596,"pseudo1",-61.4662792102,0.983414359381,0,NA,273,99,497,331,214,117,266,1969,56,199,242
101597,"pseudo1",-45.7829458769,-20.4332523073,0,NA,213,136,2210,294,88,206,229,1738,70,48,618
101598,"pseudo1",-59.9662792102,-9.53325230729,0,NA,241,120,520,328,144,184,241,2369,63,51,264
101599,"pseudo1",-65.8662792102,-6.70825230729,0,NA,261,99,308,321,198,123,262,2907,42,230,555
101600,"pseudo1",-42.7329458769,-21.7415856406,0,NA,224,122,2320,312,119,193,247,1595,67,58,577
101601,"pseudo1",-51.2162792102,-14.174918974,0,NA,263,118,822,340,174,166,267,1833,72,16,407
101602,"pseudo1",-47.2162792102,-10.849918974,0,NA,257,128,654,348,164,184,256,1746,70,10,163
101603,"pseudo1",-41.5746125435,-8.69158564062,0,NA,262,131,1025,343,176,167,266,609,79,6,151
101604,"pseudo1",-65.5496125435,-6.84158564062,0,NA,262,99,305,324,198,126,262,2805,42,220,538
101605,"pseudo1",-48.8162792102,-28.099918974,0,NA,200,71,3010,277,120,157,234,1607,27,243,506
101606,"pseudo1",-70.9412792102,-5.10825230729,0,NA,257,100,363,314,195,119,258,2518,20,385,618
101607,"pseudo1",-38.0996125435,-11.7332523073,0,NA,235,89,1502,302,171,131,230,1072,36,163,215
101608,"pseudo1",-56.6996125435,-16.9332523073,0,NA,267,118,1813,356,166,190,279,1399,62,49,279
101609,"pseudo1",-40.8746125435,-4.05825230729,0,NA,220,111,723,294,153,141,214,1285,92,12,59
101610,"pseudo1",-48.4829458769,-13.7915856406,0,NA,248,98,690,322,176,146,248,2189,72,18,237
101611,"pseudo1",-62.9829458769,-7.49158564062,0,NA,264,103,499,338,194,144,261,2492,50,130,294
101612,"pseudo1",-43.2746125435,-11.8415856406,0,NA,256,140,1013,348,154,194,260,944,77,1,225
101613,"pseudo1",-51.4746125435,-17.4832523073,0,NA,225,115,1009,298,136,162,231,1779,64,46,374
101614,"pseudo1",-37.3829458769,-8.21658564062,0,NA,231,95,1661,302,161,141,241,608,75,25,107
101615,"pseudo1",-75.8412792102,-9.62491897395,0,NA,191,136,528,266,104,162,191,1452,42,125,432
101616,"pseudo1",-69.9496125435,-8.51658564062,0,NA,252,117,570,317,174,143,255,2612,49,148,741
101617,"pseudo1",-53.0912792102,-14.399918974,0,NA,236,148,1449,327,117,210,244,1903,69,23,673
101618,"pseudo1",-39.7996125435,-4.69158564062,0,NA,245,96,668,307,187,120,243,735,96,4,77
101619,"pseudo1",-44.3912792102,-9.14991897395,0,NA,269,121,803,356,192,164,263,1148,71,4,85
101620,"pseudo1",-42.2579458769,-6.52491897395,0,NA,262,117,892,344,185,159,254,1329,75,11,153
101621,"pseudo1",-54.6746125435,-2.01658564062,0,NA,267,88,606,328,219,109,262,1886,55,124,154
101622,"pseudo1",-41.0996125435,-4.10825230729,0,NA,226,112,732,301,157,144,219,1181,91,13,65
101623,"pseudo1",-49.6829458769,-26.1582523073,0,NA,170,116,3128,266,62,204,204,1445,22,254,423
101624,"pseudo1",-53.7329458769,-16.5165856406,0,NA,229,136,1717,320,112,208,238,1994,67,41,416
101625,"pseudo1",-74.3496125435,-11.2582523073,0,NA,212,118,587,284,132,152,209,1595,44,156,348
101626,"pseudo1",-72.7079458769,-9.09158564062,0,NA,254,100,452,315,184,131,254,1957,46,132,541
101627,"pseudo1",-53.1746125435,-24.9165856406,0,NA,183,127,3004,280,72,208,215,1980,25,351,567
101628,"pseudo1",-57.4912792102,-14.0582523073,0,NA,241,140,945,331,129,202,242,2313,65,51,474
101629,"pseudo1",-60.7329458769,-10.7415856406,0,NA,238,128,488,330,140,190,238,2231,66,37,221
101630,"pseudo1",-42.8412792102,-14.1665856406,0,NA,237,111,1236,307,152,155,245,907,83,2,373
101631,"pseudo1",-51.3246125435,-9.09158564062,0,NA,255,134,464,343,160,183,256,2028,61,31,468
101632,"pseudo1",-65.7329458769,-9.19991897395,0,NA,262,105,548,328,193,135,261,1978,57,69,246
101633,"pseudo1",-70.4162792102,-9.26658564062,0,NA,250,114,527,317,172,145,253,2256,54,100,691
101634,"pseudo1",-72.5662792102,0.683414359381,0,NA,269,90,775,329,210,119,262,2776,43,299,319
101635,"pseudo1",-62.9579458769,-0.108252307286,0,NA,269,99,336,323,213,110,265,2353,36,355,365
101636,"pseudo1",-50.9829458769,-19.974918974,0,NA,234,128,1944,310,124,186,250,1583,62,81,566
101637,"pseudo1",-60.8996125435,-0.783252307286,0,NA,273,92,367,327,220,107,270,2266,37,338,338
101638,"pseudo1",-43.9662792102,-9.29991897395,0,NA,247,127,676,333,168,165,243,1041,73,2,78
101639,"pseudo1",-67.3746125435,-0.383252307286,0,NA,262,84,446,312,212,100,258,3317,17,567,567
101640,"pseudo1",-72.5746125435,-16.6415856406,0,NA,200,83,1846,269,132,137,222,0,0,0,0
101641,"pseudo1",-64.7329458769,-3.45825230729,0,NA,268,89,273,322,218,104,266,2693,26,361,424
101642,"pseudo1",-53.3329458769,-15.349918974,0,NA,225,151,1774,322,102,220,236,2057,70,24,695
101643,"pseudo1",-77.7412792102,-0.724918973953,0,NA,193,90,481,247,143,104,191,3466,23,590,693
101644,"pseudo1",-58.0912792102,-13.2665856406,0,NA,242,141,996,330,128,202,246,2367,66,48,488
101645,"pseudo1",-48.2662792102,-10.5165856406,0,NA,264,121,591,349,172,177,263,1878,68,11,205
101646,"pseudo1",-75.9746125435,-9.50825230729,0,NA,223,135,451,297,140,157,223,1580,41,144,464
101647,"pseudo1",-57.1996125435,0.608414359381,0,NA,265,102,630,339,211,128,259,2526,49,281,281
101648,"pseudo1",-52.1412792102,-19.5665856406,0,NA,246,121,1596,321,149,172,257,1818,60,85,375
101649,"pseudo1",-79.1662792102,0.941747692714,0,NA,258,79,410,306,213,93,261,2348,39,269,762
101650,"pseudo1",-61.9496125435,4.10841435938,0,NA,233,111,383,299,170,129,229,2373,39,338,422
101651,"pseudo1",-76.0162792102,-4.55825230729,0,NA,264,87,306,317,212,105,263,2144,17,380,552
101652,"pseudo1",-56.9246125435,-15.724918974,0,NA,256,116,1557,328,155,173,267,1481,59,59,570
101653,"pseudo1",-70.3912792102,-15.849918974,0,NA,65,162,1575,161,-63,224,77,789,87,8,381
101654,"pseudo1",-45.7912792102,-3.86658564062,0,NA,272,101,465,336,215,121,270,1955,70,85,115
101655,"pseudo1",-54.4996125435,-18.3082523073,0,NA,256,124,1749,339,151,188,266,1738,57,84,359
101656,"pseudo1",-73.5412792102,5.93341435938,0,NA,194,106,269,254,134,120,192,2173,40,299,698
101657,"pseudo1",-76.5496125435,-12.7332523073,0,NA,185,102,2743,279,99,180,219,9,91,0,6
101658,"pseudo1",-50.7579458769,-22.624918974,0,NA,221,126,2626,305,109,196,248,1462,46,137,535
101659,"pseudo1",-79.7162792102,-4.93325230729,0,NA,175,125,652,244,99,145,180,843,82,30,437
101660,"pseudo1",-74.8329458769,3.75841435938,0,NA,264,101,352,328,209,119,259,1777,41,210,231
101661,"pseudo1",-48.7829458769,-23.624918974,0,NA,199,118,2458,284,94,190,224,1381,47,134,520
101662,"pseudo1",-48.0996125435,-3.18325230729,0,NA,271,109,199,334,211,123,270,2388,73,84,84
101663,"pseudo1",-57.4496125435,-19.5415856406,0,NA,259,104,2349,335,169,166,280,1308,52,97,476
101664,"pseudo1",-72.8329458769,11.225081026,0,NA,278,100,787,342,215,127,277,1036,77,23,220
101665,"pseudo1",-62.6746125435,-5.67491897395,0,NA,263,92,334,323,208,115,259,2611,44,196,333
101666,"pseudo1",-60.0246125435,-8.05825230729,0,NA,259,110,475,337,172,165,259,2789,54,94,593
101667,"pseudo1",-58.9329458769,-17.0582523073,0,NA,261,121,2077,340,162,178,276,1807,53,136,647
101668,"pseudo1",-48.5412792102,-25.649918974,0,NA,214,73,2995,291,134,157,247,2462,40,279,912
101669,"pseudo1",-55.3996125435,-16.7915856406,0,NA,262,123,1651,354,154,200,272,1580,63,38,335
101670,"pseudo1",-62.6662792102,-7.37491897395,0,NA,263,103,506,336,193,143,259,2585,47,149,313
101671,"pseudo1",-51.0829458769,-15.649918974,0,NA,261,109,843,336,177,159,264,1871,75,17,194
101672,"pseudo1",-69.8746125435,-16.0665856406,0,NA,82,129,1308,160,-15,175,92,940,80,16,337
101673,"pseudo1",-49.6246125435,-25.1415856406,0,NA,189,113,2808,276,84,192,218,1677,28,265,506
101674,"pseudo1",-53.0079458769,-24.6665856406,0,NA,204,124,2949,299,95,204,235,1897,28,323,560
101675,"pseudo1",-62.9996125435,-1.49158564062,0,NA,267,96,300,322,214,108,263,2754,36,334,334
101676,"pseudo1",-47.5996125435,-6.91658564062,0,NA,253,113,334,330,177,153,251,1910,61,51,192
101677,"pseudo1",-62.3246125435,-0.158252307286,0,NA,270,98,323,324,213,111,266,2453,34,378,383
