"siteid","spid","x","y","occ","group","alt","asp2","ontprec","ontprec4","ontprecsd","ontslp","onttemp","onttempsd","onttmin4","ontveg","watdist"
10459,"pseudo1",-80.5751599655,46.834152224,0,NA,314,0.2853336,890,57,18,1.590711,20,11757,-29,2,443174.7
10460,"pseudo1",-85.408493551,50.6091524209,0,NA,171,-0.1414214,859,55,26,0.0622653,-18,13428,-69,3,302321.8
10461,"pseudo1",-83.8668268039,49.709152374,0,NA,248,0.9995921,837,49,17,0.060511,-14,12990,-65,2,251460.2
10462,"pseudo1",-90.2168271351,55.5758193466,0,NA,127,-0.8944272,528,27,46,0.2181745,-62,14541,-113,3,157297.9
10463,"pseudo1",-86.2168269265,55.6508193505,0,NA,10,0.9863939,482,24,53,0.2569345,-58,14273,-116,3,8179.136
10464,"pseudo1",-79.4334932393,44.067485413,0,NA,267,0.09219801,839,57,13,0.9032494,56,9971,5,5,741698.8
10465,"pseudo1",-81.9751600386,49.5841523674,0,NA,215,0.1961161,889,48,23,0.06961472,-6,12904,-57,2,175595.3
10466,"pseudo1",-87.9001603476,53.7258192501,0,NA,165,0.7071068,606,35,47,0.1456556,-42,14256,-94,2,215481.3
10467,"pseudo1",-82.0084933736,48.1674856269,0,NA,361,-0.996729,798,45,24,0.1717786,-3,12242,-53,1,326867.3
10468,"pseudo1",-76.8501597713,45.3924854822,0,NA,242,-0.2425357,846,61,12,0.7694339,37,11263,-9,2,622639.6
10469,"pseudo1",-89.8084937804,50.3424857403,0,NA,424,-0.7848828,787,47,37,0.3695291,-23,13544,-75,2,591511.8
10470,"pseudo1",-85.7084935666,51.109152447,0,NA,168,-0.1961162,823,51,31,0.02320492,-21,13682,-73,2,291238.1
10471,"pseudo1",-83.8584934701,53.7758192527,0,NA,101,0.9486834,550,25,53,0.05588482,-48,13959,-104,3,105046.9
10472,"pseudo1",-94.5501606944,49.709152374,0,NA,330,0.523263,618,37,47,0.0374168,8,13581,-24,2,816817
10473,"pseudo1",-87.8668270125,53.2341525578,0,NA,221,0.919145,632,37,46,0.0622653,-39,14189,-90,2,254025.7
10474,"pseudo1",-89.2668270855,48.6091523166,0,NA,482,-0.8692901,772,46,28,0.4418606,-6,12031,-55,2,653516.6
10475,"pseudo1",-88.3251603697,51.9924858264,0,NA,280,0.955779,702,41,43,0.05291534,-29,13959,-80,2,387173.4
10476,"pseudo1",-81.7584933606,50.4091524105,0,NA,78,0.5194151,840,45,26,0.09397267,-7,13143,-61,2,87267.09
10477,"pseudo1",-92.6751605966,49.8841523831,0,NA,403,0.5498107,727,42,44,0.5578665,-1,13264,-37,2,755564.8
10478,"pseudo1",-80.8751599812,48.1591522931,0,NA,343,-0.1643988,852,47,22,0.3095892,-5,12423,-54,1,307830.3
10479,"pseudo1",-85.5334935575,54.5841526282,0,NA,84,0.7071068,535,27,52,0.1441693,-52,14200,-108,2,46792.1
10480,"pseudo1",-94.4084940203,50.1174857286,0,NA,364,0.7808688,628,36,44,0.4374519,3,13631,-29,2,770657
10481,"pseudo1",-80.3918266227,43.3174853739,0,NA,326,-0.03446247,961,77,12,0.3052101,58,9741,4,4,828866
10482,"pseudo1",-83.8918268052,54.8174859737,0,NA,50,0.9486834,485,20,57,0.06961472,-55,13945,-114,3,42725.77
10483,"pseudo1",-92.3334939121,49.5924857012,0,NA,386,-0.9996715,753,45,38,0.2320479,0,13237,-38,2,767273.3
10484,"pseudo1",-84.4584935014,49.3008190193,0,NA,309,0.6770564,785,45,19,0.807531,-12,12584,-63,1,313013.5
10485,"pseudo1",-87.6668270021,53.442485902,0,NA,175,-0.8137335,621,36,46,0.09567624,-39,14218,-90,2,227757.2
10486,"pseudo1",-80.1751599447,47.6424855995,0,NA,292,0.735931,843,49,20,0.2201401,7,12301,-40,2,349794
10487,"pseudo1",-84.0168268117,51.7091524783,0,NA,91,0.5144957,743,43,33,0.04640983,-24,13748,-77,3,156802.2
10488,"pseudo1",-86.6584936162,48.8008189932,0,NA,293,-0.774936,875,49,21,1.961771,-2,11046,-46,2,475964.1
10489,"pseudo1",-82.5001600659,42.167485314,0,NA,184,0.9805807,888,79,15,0.05188776,84,9797,30,4,982201.9
10490,"pseudo1",-82.7918267478,53.9758192631,0,NA,28,0.9899495,503,19,59,0.060511,-48,13707,-106,2,32204.09
10491,"pseudo1",-88.5418270477,52.0924858316,0,NA,267,0.7592567,699,41,43,0.4463465,-29,13990,-80,2,384623.9
10492,"pseudo1",-89.9834937896,52.4174858485,0,NA,341,-0.8376106,714,39,44,0.6683358,-35,14179,-85,2,417416.6
10493,"pseudo1",-90.4834938156,54.0508192671,0,NA,231,0.806405,609,31,46,0.04151021,-48,14453,-97,1,285437.9
10494,"pseudo1",-91.9501605588,53.7091525826,0,NA,254,-0.9284767,623,31,47,0.04402823,-40,14433,-86,2,362531.8
10495,"pseudo1",-77.433493135,45.325818812,0,NA,293,-0.9415463,852,61,13,0.6312165,35,11072,-14,2,618734.6
10496,"pseudo1",-83.4751601168,53.909152593,0,NA,83,0.961524,527,23,55,0.104293,-49,13861,-106,2,76184.31
10497,"pseudo1",-81.4668266787,50.317485739,0,NA,93,0.7507135,853,45,26,0.1353065,-8,13084,-62,2,86281.11
10498,"pseudo1",-83.8418268026,55.1091526556,0,NA,17,0.919145,468,19,58,0.1058306,-57,13913,-117,2,13405.63
10499,"pseudo1",-84.6251601768,52.0341524952,0,NA,142,-0.8436615,731,43,35,0.04640983,-30,13891,-82,3,188385.2
10500,"pseudo1",-92.2751605758,52.6424858603,0,NA,329,0.9854601,665,34,45,0.1812356,-30,14184,-74,2,480552.4
10501,"pseudo1",-83.0834934297,54.1841526073,0,NA,40,0.4472136,500,20,58,0.07483357,-50,13771,-109,3,42953.54
10502,"pseudo1",-84.4584935014,54.7591526373,0,NA,83,0.9963467,502,23,56,0.2292465,-56,14048,-114,2,54019.61
10503,"pseudo1",-79.733493255,43.1424853648,0,NA,206,-0.9970545,914,73,11,0.128363,69,9599,16,4,845040.6
10504,"pseudo1",-88.7584937257,50.78415243,0,NA,371,0.9780365,749,43,39,2.024907,-27,13571,-79,2,503113
10505,"pseudo1",-92.5751605914,53.7508192514,0,NA,261,0.4472138,611,30,48,0.1249621,-38,14458,-83,2,355329.1
10506,"pseudo1",-78.2084931755,44.3841520962,0,NA,239,-0.9686109,856,63,9,0.6333452,49,10262,1,4,711994.6
10507,"pseudo1",-83.7001601285,52.5174858538,0,NA,69,0.1961161,647,33,44,0.08557545,-32,13868,-87,3,107096.2
10508,"pseudo1",-92.7584939343,50.4424857455,0,NA,356,-0.9899495,704,39,44,0.2332052,-3,13364,-41,3,710693
10509,"pseudo1",-91.9584938926,49.6508190376,0,NA,443,0.8537961,793,48,33,0.5670558,-6,13289,-45,2,745940.1
10510,"pseudo1",-75.0334930099,45.1008188003,0,NA,95,-1.83691e-16,968,72,14,0.03113266,49,11069,3,4,705362.3
10511,"pseudo1",-84.9834935288,49.7258190415,0,NA,269,-0.7071068,832,51,21,0.1249621,-15,12843,-65,2,317990.5
10512,"pseudo1",-83.0751600959,46.6508188811,0,NA,414,0.9990792,987,67,16,2.088677,17,10919,-36,2,509881.6
10513,"pseudo1",-78.2751598456,45.1424854691,0,NA,475,0.7709618,944,64,13,0.2348159,25,10798,-23,2,627445.8
10514,"pseudo1",-93.6001606449,53.7424859176,0,NA,250,0.7633863,592,29,48,0.4036522,-33,14547,-76,2,359612.5
10515,"pseudo1",-88.6418270529,53.1508192201,0,NA,257,-0.5913638,645,37,45,0.03113266,-40,14215,-90,2,295097.6
10516,"pseudo1",-85.7251602341,54.3091526139,0,NA,109,0.8944272,554,29,50,0.01467608,-50,14200,-104,2,79844.86
10517,"pseudo1",-80.6751599708,46.0341521823,0,NA,202,-0.3435815,979,63,14,0.1907883,37,10872,-11,2,532312.1
10518,"pseudo1",-86.2584935953,54.4091526191,0,NA,116,0.8944272,555,30,49,0.134908,-50,14243,-104,2,85115.95
10519,"pseudo1",-90.7001604936,52.9508192097,0,NA,307,-0.9999594,682,36,45,0.6590886,-38,14283,-86,2,395765.3
10520,"pseudo1",-94.5251606931,52.4258191823,0,NA,364,-0.9771764,598,29,46,0.06563339,-24,14289,-61,2,515359.8
10521,"pseudo1",-90.0084937909,55.200819327,0,NA,113,-0.7071068,546,28,46,0.1103148,-57,14517,-107,3,176544
10522,"pseudo1",-91.116827182,53.7591525852,0,NA,235,0.5913637,623,32,47,0.09281959,-43,14424,-92,2,337563.7
10523,"pseudo1",-93.3751606331,52.4674858511,0,NA,339,0.9486833,635,32,47,0.1027324,-25,14181,-66,2,500441.3
10524,"pseudo1",-78.9918265496,46.0841521849,0,NA,352,0.8817846,1007,65,17,0.2924162,23,11242,-27,2,518097.8
10525,"pseudo1",-94.3251606827,52.9008192071,0,NA,325,0.987763,596,29,47,0.2198954,-26,14390,-65,2,460781
10526,"pseudo1",-89.7584937778,55.2924859985,0,NA,120,-0.624695,542,28,47,0.1717786,-58,14494,-110,2,157145
10527,"pseudo1",-89.250160418,50.3674857416,0,NA,385,0.9103665,760,45,37,0.2159419,-24,13446,-78,2,553781.2
10528,"pseudo1",-90.3918271442,54.9591526478,0,NA,115,0.9938837,553,28,47,0.1411497,-54,14539,-103,2,211137.9
10529,"pseudo1",-84.36682683,50.4424857455,0,NA,96,0.7071068,841,53,20,0.08927103,-12,13318,-64,2,246565.6
10530,"pseudo1",-80.6501599695,44.6591521106,0,NA,353,-0.4103647,1047,66,15,2.553316,44,9708,-5,4,682575.9
10531,"pseudo1",-88.9834937374,50.2591524026,0,NA,367,0.2651565,758,44,36,0.7878931,-23,13343,-76,3,541243.8
10532,"pseudo1",-82.9334934219,47.5424855943,0,NA,452,-0.9679969,858,48,21,0.1411497,2,11796,-49,1,412348.2
10533,"pseudo1",-86.6751602837,50.0508190584,0,NA,332,-0.4729933,841,45,30,0.1510991,-21,13137,-71,2,411926.6
10534,"pseudo1",-84.9084935249,48.8008189932,0,NA,406,-0.08081594,822,49,20,0.7968611,-12,12066,-61,2,374484.2
10535,"pseudo1",-83.0918267635,48.5008189776,0,NA,354,0.840571,777,41,24,0.5707466,-5,12392,-55,2,319529.8
10536,"pseudo1",-88.0834936905,52.3674858459,0,NA,262,0.9593655,681,41,43,0.09339791,-31,14019,-81,2,342426.7
10537,"pseudo1",-86.950160298,52.5341525213,0,NA,209,0.7071068,683,41,42,0.04640983,-33,14058,-84,2,292919.9
10538,"pseudo1",-87.9084936813,50.9841524404,0,NA,312,-0.9998564,758,42,38,0.5089102,-25,13616,-75,2,439239
10539,"pseudo1",-84.0001601442,54.267485945,0,NA,119,0.7808688,520,23,55,0.1474924,-53,13983,-111,3,102316.2
10540,"pseudo1",-80.5501599642,46.7841522214,0,NA,284,-0.9997737,894,57,17,0.5617136,22,11727,-27,3,448505.9
10541,"pseudo1",-83.1668267674,53.7508192514,0,NA,70,-1,527,22,56,0.04151021,-47,13813,-104,2,64392.63
10542,"pseudo1",-90.7334938287,48.1341522918,0,NA,483,0.9548568,731,46,45,1.096259,13,11531,-39,1,775255
10543,"pseudo1",-75.0334930099,45.3091521445,0,NA,60,0.9191451,985,71,13,0.1456556,49,11213,5,4,684397.4
10544,"pseudo1",-87.9084936813,48.9758190024,0,NA,373,-0.8654262,842,40,27,2.415914,-7,11744,-54,2,545447
10545,"pseudo1",-89.716827109,51.0841524457,0,NA,373,-0.9854601,771,45,41,0.05188776,-26,13812,-79,2,523694.1
10546,"pseudo1",-90.0251604584,52.9424858759,0,NA,274,0.9021342,672,36,45,0.3298002,-38,14241,-88,2,376021.9
10547,"pseudo1",-80.9251599838,43.7008187273,0,NA,394,-0.3757052,1048,73,10,0.1767228,51,9685,-1,4,791384.4
10548,"pseudo1",-74.4918263149,45.2258188068,0,NA,57,-0.4856429,1005,72,14,0.060511,51,11003,4,4,712015.6
10549,"pseudo1",-82.0751600438,49.6424857038,0,NA,208,0.9486833,887,48,23,0.04402823,-6,12922,-56,2,172547.3
10550,"pseudo1",-86.1418269225,55.6424860167,0,NA,8,0.961524,483,24,54,0.1262482,-58,14270,-116,3,8064.391
10551,"pseudo1",-86.7501602876,51.7508191471,0,NA,222,-0.3162278,745,44,38,0.05870429,-27,13873,-77,2,332375.4
10552,"pseudo1",-86.7334936201,51.142485782,0,NA,243,0.919145,789,46,35,0.1083447,-24,13712,-74,1,356069.5
10553,"pseudo1",-90.5168271507,54.1008192697,0,NA,226,-0.7474092,609,31,46,0.08105124,-49,14457,-98,2,283137.5
10554,"pseudo1",-81.9168267022,51.5508191367,0,NA,71,0.5547002,690,33,40,0.05291534,-23,13423,-79,2,70911.08
10555,"pseudo1",-81.49182668,49.9508190532,0,NA,193,0.6050832,884,46,25,0.5211414,-10,12995,-63,1,125481.8
10556,"pseudo1",-89.9001604519,54.8008193062,0,NA,124,0.9958932,566,29,46,0.04278775,-53,14454,-103,3,198398.3
10557,"pseudo1",-85.8501602407,48.1341522918,0,NA,432,0.9975545,927,54,17,0.5152189,-1,10660,-49,2,476703.3
10558,"pseudo1",-89.7918271129,53.1508192201,0,NA,264,-0.5754933,661,36,44,0.2198954,-40,14278,-90,2,348438.9
10559,"pseudo1",-84.6918268469,54.1674859398,0,NA,111,-0.377297,545,27,52,0.9049165,-50,14074,-106,2,104071.2
10560,"pseudo1",-84.7668268508,47.5008189254,0,NA,332,-0.9984018,1062,54,19,0.2181745,12,10616,-37,2,478845.6
10561,"pseudo1",-83.8501601364,51.2174857859,0,NA,92,0.1961162,788,47,27,0.1396154,-19,13612,-72,2,174750.7
10562,"pseudo1",-88.4501603763,53.9258192605,0,NA,157,0.9103665,595,33,47,0.05188776,-44,14317,-95,2,230711.6
10563,"pseudo1",-91.2418271885,54.1841526073,0,NA,234,0.529999,601,30,46,0.09281959,-48,14487,-96,3,309060.4
10564,"pseudo1",-87.8084936761,51.9424858238,0,NA,290,0.991818,710,42,41,0.855251,-30,13913,-80,1,376533.8
10565,"pseudo1",-80.7084933058,47.9591522827,0,NA,362,-0.9486833,841,48,21,0.5029507,-3,12363,-52,2,324979.7
10566,"pseudo1",-79.6751599186,46.3758188668,0,NA,250,-0.8752416,1011,63,16,1.090746,30,11344,-19,2,485978.4
10567,"pseudo1",-90.3584938091,52.6758191953,0,NA,294,-0.8574929,697,37,44,0.3430836,-34,14223,-84,2,413104.6
10568,"pseudo1",-91.3751605288,53.6341525787,0,NA,249,6.123032e-17,631,32,47,0.08366646,-41,14416,-89,2,359297.3
10569,"pseudo1",-79.375159903,46.8591522253,0,NA,288,0.889567,967,60,20,0.4596584,20,11701,-28,2,431010.5
10570,"pseudo1",-85.0668268665,54.4174859528,0,NA,130,-0.8,536,27,52,0.05870429,-53,14125,-110,3,68506.38
10571,"pseudo1",-76.033493062,44.7758187833,0,NA,134,0.9119214,903,68,11,0.05188776,49,10875,2,4,708322.9
10572,"pseudo1",-92.1084939004,53.1508192201,0,NA,290,0.8666224,644,33,47,0.2240195,-34,14328,-80,1,423932.8
10573,"pseudo1",-85.0584935327,54.6674859659,0,NA,125,0.9246781,521,25,53,0.1764179,-56,14143,-113,3,43959.28
10574,"pseudo1",-80.0168266031,48.4258189737,0,NA,322,-0.3807499,848,46,25,0.4225513,-6,12661,-55,2,261681.7
10575,"pseudo1",-91.2501605223,51.6674858094,0,NA,395,0.8395702,750,41,42,0.4931128,-25,13942,-72,3,538564.4
10576,"pseudo1",-85.2834935444,50.3924857429,0,NA,191,6.123032e-17,871,56,25,0.01037755,-17,13282,-67,3,310921.6
10577,"pseudo1",-86.2084935927,51.1508191158,0,NA,194,0.2425357,807,48,33,0.04151021,-22,13714,-72,2,321608.6
10578,"pseudo1",-88.9334937348,54.7091526347,0,NA,131,0.8741574,563,30,47,0.2046765,-52,14424,-104,2,167287.4
10579,"pseudo1",-91.1751605184,53.584152576,0,NA,253,0.9958932,635,32,46,0.2716046,-41,14399,-89,3,355188.3
10580,"pseudo1",-79.0584932198,44.3424854274,0,NA,269,0.9952747,886,59,11,0.6752279,51,10134,1,4,711947.6
10581,"pseudo1",-93.4418273033,53.65915258,0,NA,263,0.6332378,597,29,49,0.1727164,-34,14526,-77,3,367035.2
10582,"pseudo1",-94.0168273333,52.7758192006,0,NA,319,-0.984059,608,30,47,0.04278775,-26,14347,-65,2,470396.3
10583,"pseudo1",-78.333493182,44.0008187429,0,NA,142,-0.921755,834,64,10,0.7457713,61,9904,11,4,753446.6
10584,"pseudo1",-91.6584938769,54.3841526178,0,NA,214,-0.924678,590,29,47,0.06563339,-48,14543,-95,3,290103.4
10585,"pseudo1",-77.758493152,45.8758188407,0,NA,280,-0.9978915,879,59,18,1.555593,27,11449,-20,2,553562
10586,"pseudo1",-91.5584938717,51.5591524704,0,NA,394,0.9805807,740,41,42,0.05291534,-23,13871,-67,2,561553.3
10587,"pseudo1",-89.3418270894,56.350819387,0,NA,83,0.9805807,491,25,49,0.7098976,-69,14534,-125,2,57328.77
10588,"pseudo1",-87.9834936853,53.192485889,0,NA,225,-0.2631174,638,37,45,0.1689339,-39,14178,-90,3,262937
10589,"pseudo1",-80.9334933176,43.4341520467,0,NA,368,0.358979,1020,76,10,0,54,9704,0,4,820310.6
10590,"pseudo1",-93.0251606149,53.5674859085,0,NA,295,-0.2316203,615,30,47,0.2389079,-36,14446,-80,2,375847.8
10591,"pseudo1",-93.4251606357,52.4258191823,0,NA,354,-0.9670746,636,32,46,0.1027324,-25,14173,-67,3,504621.8
10592,"pseudo1",-88.1834936957,51.2674857886,0,NA,299,-0.9554027,738,42,40,0.5594085,-25,13709,-76,2,445498.7
10593,"pseudo1",-89.0251604063,54.4758192892,0,NA,135,-0.9938837,574,31,47,0.1364952,-50,14402,-100,3,193421.3
10594,"pseudo1",-94.2668273463,51.5591524704,0,NA,385,-0.9958932,618,32,46,0.1474924,-17,14022,-54,2,608845.3
10595,"pseudo1",-93.7584939864,50.1841523987,0,NA,330,0.9963467,660,37,43,0,4,13485,-28,3,757761.6
10596,"pseudo1",-93.9751606644,52.2258191719,0,NA,365,0.6459423,619,31,46,0.5500914,-23,14167,-62,1,531163.4
10597,"pseudo1",-84.3501601624,51.8508191523,0,NA,108,0.3162278,741,44,34,0.102207,-27,13819,-79,2,174159.7
10598,"pseudo1",-85.8834935757,53.5591525747,0,NA,119,-0.5144957,608,34,47,0.02320492,-41,14165,-95,3,163864.3
10599,"pseudo1",-86.7751602889,49.6091523687,0,NA,321,-0.7071068,850,44,28,0.3525271,-16,12602,-64,3,440579
10600,"pseudo1",-92.3168272446,48.7674856582,0,NA,363,0.9593655,727,47,42,0.134908,7,12987,-33,2,834664.9
10601,"pseudo1",-90.5834938209,48.917485666,0,NA,454,0.7893522,762,39,41,0.1183222,-4,12667,-53,3,717184.8
10602,"pseudo1",-77.6001598104,46.0174855147,0,NA,233,0.9153152,882,59,18,1.517821,29,11584,-18,2,541036.3
10603,"pseudo1",-85.908493577,50.9424857716,0,NA,178,-0.5547003,831,51,31,0.09339791,-20,13633,-71,2,312197.6
10604,"pseudo1",-81.850160032,42.8008186803,0,NA,219,0.464007,936,79,13,0.06312417,71,9677,17,4,902641.3
10605,"pseudo1",-84.36682683,47.4924855917,0,NA,447,-0.5958469,1069,54,18,1.15194,4,10969,-45,2,463536.2
10606,"pseudo1",-83.3668267778,47.9508189489,0,NA,439,0.3896399,826,41,24,0.2136859,-2,12015,-53,3,383281.3
10607,"pseudo1",-83.7918268,51.5091524678,0,NA,81,0.7071068,757,44,31,0.08105124,-22,13704,-75,2,152277.8
10608,"pseudo1",-79.2584932302,43.9924854091,0,NA,298,-0.9923773,828,58,13,1.05666,55,9927,5,4,750452.1
10609,"pseudo1",-86.1334935888,49.2091523479,0,NA,359,-0.5432513,852,47,24,0.2159419,-12,12074,-62,2,419602.9
10610,"pseudo1",-89.4918270973,48.9841523361,0,NA,486,0.8555002,776,46,30,0.7286099,-12,12552,-62,2,646837.9
10611,"pseudo1",-86.5834936122,49.6924857064,0,NA,380,-0.9771764,852,45,28,0.2723964,-20,12775,-70,2,424562.8
10612,"pseudo1",-84.1584934858,54.2841526126,0,NA,141,-0.919145,526,24,54,0.060511,-55,14003,-112,2,104024.8
10613,"pseudo1",-82.9001600868,47.0758189033,0,NA,438,-0.9975751,936,58,17,0.4183252,9,11390,-43,2,461403.7
10614,"pseudo1",-82.6001600712,52.9424858759,0,NA,14,-0.7071068,562,23,54,0.2014948,-36,13709,-93,2,20766.23
10615,"pseudo1",-86.841826959,53.9508192618,0,NA,117,-1.83691e-16,587,33,48,0.0328167,-43,14251,-96,2,149330.7
10616,"pseudo1",-92.2501605744,52.2008191706,0,NA,401,0.4472138,691,36,45,0.2625318,-28,14045,-72,2,522845.1
10617,"pseudo1",-81.458493345,46.8424855578,0,NA,415,-0.4090559,887,59,19,0.3121871,11,11441,-39,2,459823.2
10618,"pseudo1",-80.8418266461,46.2758188616,0,NA,220,-0.3676589,929,61,15,0.62582,33,11127,-16,2,508085.1
10619,"pseudo1",-82.2751600542,47.984152284,0,NA,352,0.2169305,778,44,24,0.228305,1,12097,-50,1,351297.2
10620,"pseudo1",-90.5668271533,54.6008192957,0,NA,157,0.8944272,574,29,47,0.06644874,-51,14517,-101,2,244645.7
10621,"pseudo1",-83.7751601324,53.225819224,0,NA,81,0.8320503,588,28,49,0.08557545,-41,13905,-96,2,101320.3
10622,"pseudo1",-88.4668270438,52.7341525317,0,NA,230,-0.8087361,665,39,44,0.2645749,-33,14131,-84,3,322804.7
10623,"pseudo1",-88.9834937374,53.6091525774,0,NA,210,0.8637789,621,34,46,0.3971978,-43,14284,-94,2,279550.4
10624,"pseudo1",-84.8084935197,52.7008191966,0,NA,147,0.9977852,669,38,41,0.05870429,-37,13993,-90,3,171594.3
10625,"pseudo1",-78.4001598521,45.8841521745,0,NA,414,0.5505949,946,62,18,1.089463,19,11329,-30,2,544346.4
10626,"pseudo1",-82.3501600581,51.5008191341,0,NA,79,0.9958932,708,35,37,0.07264284,-22,13507,-77,3,83410
10627,"pseudo1",-86.6418269486,52.0674858303,0,NA,207,0.5368755,726,44,39,0.1312666,-29,13964,-80,2,311111.7
10628,"pseudo1",-79.9918266018,48.7591523244,0,NA,262,0.9486833,853,45,27,0.02935215,-7,12780,-58,3,225085
10629,"pseudo1",-88.6084937179,56.459152726,0,NA,34,0.7071068,476,24,51,0.1249621,-68,14490,-124,2,19204.83
10630,"pseudo1",-79.9251599316,50.8174857651,0,NA,40,0.9647638,798,41,33,0.2297157,-19,12927,-75,2,29504.78
10631,"pseudo1",-86.2584935953,50.1091523948,0,NA,309,-0.4280863,851,48,29,0.2993317,-21,13198,-72,2,384015.5
10632,"pseudo1",-79.6501599173,47.5758189294,0,NA,239,-0.5245772,876,51,21,0.6349583,12,12250,-35,4,352060.5
10633,"pseudo1",-83.6501601259,51.2341524535,0,NA,98,0.9284767,781,45,28,0.1673326,-20,13599,-72,2,162805.4
10634,"pseudo1",-90.9334938391,49.8091523792,0,NA,434,-0.2425357,814,49,36,0.4316283,-12,13295,-59,3,689542.6
10635,"pseudo1",-90.8001604988,52.2591525069,0,NA,357,-0.9578263,726,39,44,0.2407042,-31,14126,-80,1,467339.8
10636,"pseudo1",-79.6418265835,47.2174855773,0,NA,379,-0.3826266,907,54,20,0.3839638,10,11999,-38,2,391775
10637,"pseudo1",-81.9668267048,51.2008191184,0,NA,81,0.3939193,744,38,34,0.09281959,-18,13359,-73,2,69959.45
10638,"pseudo1",-90.9418271729,48.3591523035,0,NA,444,-0.9145796,719,44,45,0.2567248,9,12164,-41,1,774990.4
10639,"pseudo1",-90.3584938091,51.7508191471,0,NA,372,-0.6038578,762,42,42,0.3906369,-28,14003,-79,2,490350.4
10640,"pseudo1",-94.600160697,50.4091524105,0,NA,374,-0.9843366,611,35,45,0.3582841,-1,13727,-34,2,739603.7
10641,"pseudo1",-90.8084938326,54.6758192996,0,NA,157,0.9805807,572,29,47,0.05188776,-52,14515,-101,3,252004.7
10642,"pseudo1",-83.1584934336,49.3091523531,0,NA,269,-0.2425356,851,48,19,0.1392292,-10,12852,-61,2,245984.3
10643,"pseudo1",-84.508493504,50.0924857273,0,NA,126,0.3162276,838,52,19,0.05291534,-11,13117,-62,2,269465
10644,"pseudo1",-81.2168266657,42.6924853413,0,NA,186,0.07870242,1002,82,14,0.6101383,70,9544,17,4,905171.2
10645,"pseudo1",-93.5418273085,52.2758191745,0,NA,376,0.8753871,637,32,45,0.1974457,-25,14136,-65,2,522861.1
10646,"pseudo1",-89.6251604375,50.4341524118,0,NA,389,-0.9397934,776,46,37,0.0886658,-23,13566,-75,1,575243.7
10647,"pseudo1",-82.64182674,53.08415255,0,NA,21,-0.7071068,555,23,54,0.05188776,-38,13700,-96,2,23947.39
10648,"pseudo1",-91.9001605562,54.2924859463,0,NA,234,-0.9728062,594,29,47,0.08366646,-47,14503,-94,2,298578.8
10649,"pseudo1",-87.8918270138,50.7674857625,0,NA,319,0.2544933,767,41,37,0.1711505,-24,13522,-74,2,447054.1
10650,"pseudo1",-87.5001603267,51.4758191328,0,NA,282,-0.7071068,741,43,39,0.1907883,-27,13785,-77,2,391953.8
10651,"pseudo1",-86.841826959,55.3341526673,0,NA,105,0.4472138,509,26,52,0.060511,-60,14345,-115,3,55954.05
10652,"pseudo1",-91.9668272263,49.9674857208,0,NA,356,0.9933074,761,46,36,0.060511,-3,13378,-43,3,717553.4
10653,"pseudo1",-85.0918268678,49.025819005,0,NA,373,-0.7457612,810,49,21,0.650124,-12,12232,-62,2,368155.2
10654,"pseudo1",-83.4834934506,54.8174859737,0,NA,33,0.9805807,477,19,59,0,-55,13860,-115,3,37773.07
10655,"pseudo1",-91.0918271807,53.9341525943,0,NA,238,-0.7071068,615,31,46,0.04151021,-45,14479,-93,2,322180.9
10656,"pseudo1",-91.2334938548,53.909152593,0,NA,243,0.1961162,616,31,46,0.1396154,-45,14457,-93,3,330624.4
10657,"pseudo1",-79.9168265979,49.8258190467,0,NA,309,-0.9363292,869,44,30,0.09397267,-22,12932,-76,2,109673.1
10658,"pseudo1",-84.1584934858,50.5841524196,0,NA,107,0.797092,836,52,21,0.2368707,-14,13362,-66,2,228129
10659,"pseudo1",-91.2168271872,51.717485812,0,NA,410,-0.9212496,751,41,42,0.4646679,-27,13930,-73,2,532668.6
10660,"pseudo1",-91.3834938626,54.8341526412,0,NA,140,0.9230769,561,28,48,0.02320492,-51,14588,-100,2,245089.1
10661,"pseudo1",-89.6918271077,53.1341525526,0,NA,275,0.9863939,661,36,44,0.104293,-40,14264,-90,2,347530.6
10662,"pseudo1",-81.9334933697,49.0424856725,0,NA,273,0.9899495,870,47,24,0.1640831,-6,12688,-57,2,231323.8
10663,"pseudo1",-85.4501602198,51.93415249,0,NA,173,0.9863939,753,46,35,0.1037754,-29,13911,-81,3,243164.5
10664,"pseudo1",-86.5751602785,49.6424857038,0,NA,324,-0.9880552,851,45,27,0.4701969,-17,12701,-67,2,426261.8
10665,"pseudo1",-86.808493624,51.3758191275,0,NA,233,0.3457053,771,45,36,0.04151021,-25,13778,-75,2,352465.6
10666,"pseudo1",-80.0334932706,47.7174856034,0,NA,308,0.9860929,846,49,20,0.9862617,5,12340,-42,1,339532.9
10667,"pseudo1",-85.2418268756,55.0758193205,0,NA,30,0.9970545,497,24,54,0.1968995,-54,14165,-112,3,6038.349
10668,"pseudo1",-86.3501602667,50.6508190897,0,NA,267,-0.9647639,833,48,32,0.2101285,-23,13497,-72,2,355828.2
10669,"pseudo1",-94.9918273841,52.1174858329,0,NA,335,0.919145,582,27,46,0.02075511,-19,14263,-54,3,557164.4
10670,"pseudo1",-86.9584936318,49.275819018,0,NA,419,-0.6476484,861,44,26,0.4890562,-16,11952,-62,2,468340.2
