"siteid","spid","x","y","occ","group","age","deficit","dem","hillshade","mas","mat","r2pet","rain","slope","sseas","toxicats","tseas","vpd"
102877,"pseudo1",2760850,6102950,0,NA,2,23,265,177,1385,117,32,1354,1,10,1,34,32
102878,"pseudo1",2710750,6028050,0,NA,2,0,420,231,1406,102,60,2389,27,-16,1,59,32
102879,"pseudo1",2629950,6172550,0,NA,2,52,61,194,1456,131,26,1208,6,-24,1,119,34
102880,"pseudo1",2147950,5663950,0,NA,2,0,1023,245,1252,64,168,5642,39,66,1,171,0
102881,"pseudo1",2696150,6070350,0,NA,2,125,7,183,1422,128,21,907,1,-16,1,-29,34
102882,"pseudo1",2506950,6046150,0,NA,2,0,119,155,1503,122,37,1683,13,-42,1,-7,35
102883,"pseudo1",2669750,6272050,0,NA,2,0,366,116,1424,118,48,2213,15,13,1,43,24
102884,"pseudo1",2490350,5905450,0,NA,2,0,1585,119,1437,42,67,2353,30,-20,1,38,20
102885,"pseudo1",2187450,5453250,0,NA,2,0,331,156,1244,89,34,1092,16,-1,1,33,32
102886,"pseudo1",2481350,5823150,0,NA,2,143,288,177,1429,105,19,833,0,-45,1,-251,54
102887,"pseudo1",2394950,5753150,0,NA,0,125,336,179,1387,104,17,820,0,-20,0,-141,52
102888,"pseudo1",2622750,6582750,0,NA,2,37,82,196,1499,148,26,1517,4,41,1,104,37
102889,"pseudo1",2191450,5681850,0,NA,2,0,885,125,1251,74,161,5533,25,77,1,88,2
102890,"pseudo1",2466350,5916350,0,NA,2,0,909,154,1386,76,62,2136,9,13,1,-132,19
102891,"pseudo1",2096650,5604450,0,NA,2,0,1170,253,1217,51,218,6597,38,61,1,225,0
102892,"pseudo1",2708050,6015950,0,NA,2,0,269,153,1415,111,53,2122,21,-27,1,6,36
102893,"pseudo1",2274450,5619550,0,NA,2,14,1153,93,1352,60,28,960,28,-21,1,-27,33
102894,"pseudo1",2672050,6429550,0,NA,2,34,19,180,1479,144,26,1383,0,17,1,65,35
102895,"pseudo1",2248150,5453950,0,NA,2,74,126,184,1235,98,20,715,5,12,1,-19,36
102896,"pseudo1",2950650,6347250,0,NA,2,0,963,124,1493,94,61,3018,21,31,1,221,32
102897,"pseudo1",2044750,5458550,0,NA,2,0,1055,203,1194,47,120,2956,27,14,1,326,5
102898,"pseudo1",2656650,6489450,0,NA,2,64,19,179,1531,145,24,1344,0,-8,1,15,36
102899,"pseudo1",2720950,6073650,0,NA,2,19,42,181,1413,127,29,1310,1,-10,1,20,35
102900,"pseudo1",2389450,5793450,0,NA,2,0,1723,143,1334,32,100,3398,26,34,1,171,17
102901,"pseudo1",2378150,5765350,0,NA,0,147,425,176,1395,99,18,834,1,-22,0,-160,50
102902,"pseudo1",2074650,5567350,0,NA,0,0,60,179,1234,100,135,4883,0,22,0,59,17
102903,"pseudo1",2450950,5824150,0,NA,2,21,683,190,1408,86,31,1247,9,-26,1,-125,43
102904,"pseudo1",2080250,5512350,0,NA,2,0,518,39,1243,78,68,2062,38,-8,1,136,22
102905,"pseudo1",2282450,5459150,0,NA,2,105,19,183,1230,101,19,681,1,20,1,-40,39
102906,"pseudo1",2327950,5789350,0,NA,2,0,510,170,1285,93,162,5841,27,54,1,-68,17
102907,"pseudo1",2602450,5940550,0,NA,2,280,101,151,1482,124,13,664,7,-50,1,-18,53
102908,"pseudo1",2718750,6247350,0,NA,2,4,293,183,1409,122,34,1545,1,12,1,-137,33
102909,"pseudo1",2436950,5756350,0,NA,0,95,222,179,1391,108,21,892,0,-25,0,-162,47
102910,"pseudo1",2348350,5714350,0,NA,2,41,778,232,1370,82,23,945,26,-7,1,-94,40
102911,"pseudo1",2142750,5339450,0,NA,2,0,22,170,1183,98,47,1426,3,4,1,250,23
102912,"pseudo1",2022350,5467950,0,NA,2,0,368,194,1188,80,128,3684,17,17,1,216,11
102913,"pseudo1",2351150,5591750,0,NA,2,178,71,180,1281,106,13,547,0,31,1,-142,39
102914,"pseudo1",2413350,5802950,0,NA,2,0,1125,203,1367,65,51,1987,31,8,1,-19,31
102915,"pseudo1",2088750,5503150,0,NA,0,0,179,179,1254,94,38,1206,0,-18,0,41,30
102916,"pseudo1",2322750,5626950,0,NA,2,133,447,175,1314,91,14,596,1,18,1,-217,39
102917,"pseudo1",2755550,6258150,0,NA,0,24,357,180,1449,120,27,1302,0,5,0,-76,37
102918,"pseudo1",2176550,5673350,0,NA,2,0,850,87,1217,74,217,7136,34,95,1,118,0
102919,"pseudo1",2714950,6094650,0,NA,2,128,17,179,1435,129,19,892,0,-22,1,-9,37
102920,"pseudo1",2416450,5861250,0,NA,2,0,821,131,1307,79,102,3327,32,55,1,-73,13
102921,"pseudo1",2397150,5817450,0,NA,2,0,720,25,1310,85,131,4795,38,46,1,-55,23
102922,"pseudo1",2170650,5471750,0,NA,2,66,180,180,1276,98,24,851,0,-16,1,-59,39
102923,"pseudo1",2217450,5417050,0,NA,2,0,344,180,1211,86,46,1346,4,12,1,174,25
102924,"pseudo1",2752750,6383850,0,NA,2,40,40,180,1496,140,26,1382,0,13,1,-53,39
102925,"pseudo1",2401950,5784250,0,NA,2,0,1463,45,1362,45,49,1977,30,10,1,97,25
102926,"pseudo1",2599050,6188850,0,NA,2,33,112,179,1470,128,30,1367,1,-27,1,140,32
102927,"pseudo1",2715650,6063650,0,NA,2,0,390,121,1404,102,42,1745,20,-4,1,89,27
102928,"pseudo1",2705750,6044350,0,NA,2,0,596,62,1398,92,50,1976,27,1,1,142,23
102929,"pseudo1",2618250,6605150,0,NA,2,31,120,182,1483,146,28,1573,2,62,1,24,38
102930,"pseudo1",2309350,5734350,0,NA,2,0,1550,195,1378,45,111,4211,31,0,1,147,28
102931,"pseudo1",2562450,6686650,0,NA,2,35,50,196,1522,156,28,1630,9,61,1,71,38
102932,"pseudo1",2263850,5641150,0,NA,2,107,579,182,1388,88,17,734,1,-46,1,-256,46
102933,"pseudo1",2715050,6139350,0,NA,2,49,150,199,1443,124,23,1071,9,-26,1,-38,38
102934,"pseudo1",2697450,6308850,0,NA,2,8,207,188,1429,128,35,1632,5,19,1,-59,31
102935,"pseudo1",2847550,6221950,0,NA,2,39,251,183,1491,129,26,1406,5,-8,1,0,49
102936,"pseudo1",2248650,5738650,0,NA,1,0,9,180,1284,114,87,3468,0,55,1,-4,26
102937,"pseudo1",2719950,5966250,0,NA,2,121,81,217,1415,129,27,1139,12,-22,1,160,42
102938,"pseudo1",2125450,5618650,0,NA,2,0,333,235,1268,93,144,5446,34,33,1,61,15
102939,"pseudo1",2163050,5614050,0,NA,2,0,1098,210,1351,60,75,2526,11,-23,1,72,22
102940,"pseudo1",2766850,6176250,0,NA,2,47,739,188,1426,96,23,1030,3,0,1,80,34
102941,"pseudo1",2328850,5766350,0,NA,2,0,1525,212,1288,45,272,8469,23,58,1,137,4
102942,"pseudo1",2700350,6161550,0,NA,2,9,384,132,1439,111,30,1368,18,-18,1,-23,36
102943,"pseudo1",2141850,5597050,0,NA,2,0,788,209,1321,74,64,2154,32,-10,1,38,22
102944,"pseudo1",2744550,5984350,0,NA,2,90,180,127,1412,121,34,1349,15,-22,1,72,40
102945,"pseudo1",2495850,5829750,0,NA,2,170,278,130,1435,106,17,769,13,-48,1,-252,54
102946,"pseudo1",2101550,5494850,0,NA,2,0,484,201,1252,81,40,1213,15,-14,1,75,26
102947,"pseudo1",2731850,6541450,0,NA,2,12,30,161,1547,153,35,2028,6,6,1,122,41
102948,"pseudo1",2506850,6008450,0,NA,2,82,61,150,1550,122,31,1367,5,-83,1,-147,48
102949,"pseudo1",2299850,5540950,0,NA,2,38,638,195,1293,77,22,797,4,0,1,-42,34
102950,"pseudo1",2876150,6332850,0,NA,2,0,176,137,1490,130,37,1948,16,23,1,-190,32
102951,"pseudo1",2647150,6526750,0,NA,2,22,195,173,1521,140,29,1612,8,9,1,116,33
102952,"pseudo1",2281250,5511050,0,NA,1,161,257,181,1282,93,12,514,1,0,1,-118,41
102953,"pseudo1",2173750,5409650,0,NA,2,14,31,179,1229,100,33,1036,0,-12,1,89,30
102954,"pseudo1",2639250,6501750,0,NA,0,72,8,181,1521,146,23,1270,0,2,0,74,35
102955,"pseudo1",2416950,5755750,0,NA,2,0,680,62,1387,89,31,1355,30,-19,1,-36,40
102956,"pseudo1",2313050,5694150,0,NA,0,246,710,180,1458,86,13,593,0,-80,0,-185,50
102957,"pseudo1",2709750,6212850,0,NA,2,0,697,211,1407,96,50,2101,6,7,1,20,26
102958,"pseudo1",2158150,5503750,0,NA,2,20,396,191,1330,92,27,994,3,-42,1,-97,42
102959,"pseudo1",2672550,6149450,0,NA,2,54,102,214,1462,128,23,1121,6,-33,1,40,40
102960,"pseudo1",2934450,6304050,0,NA,2,29,274,226,1491,127,26,1411,18,16,1,-9,48
102961,"pseudo1",2487250,5919050,0,NA,2,0,1733,251,1394,35,80,2442,31,15,1,80,6
102962,"pseudo1",2170350,5446050,0,NA,2,0,291,96,1247,90,36,1168,19,-7,1,32,32
102963,"pseudo1",2070650,5579550,0,NA,2,0,848,104,1203,64,204,6328,32,54,1,211,0
102964,"pseudo1",2789850,6084450,0,NA,2,59,161,178,1385,124,29,1256,6,16,1,61,35
102965,"pseudo1",2476750,5967450,0,NA,2,0,1058,177,1468,69,58,2169,26,-30,1,-50,23
102966,"pseudo1",2586750,5973150,0,NA,1,207,15,178,1515,126,18,846,0,-66,1,-148,49
102967,"pseudo1",2572150,5988450,0,NA,2,0,410,49,1507,106,47,2002,32,-55,1,-32,34
102968,"pseudo1",2741450,6302250,0,NA,2,0,460,203,1441,116,35,1613,10,16,1,14,28
102969,"pseudo1",2268350,5678950,0,NA,2,0,1498,243,1390,47,61,2107,31,-23,1,126,30
102970,"pseudo1",2657050,6311250,0,NA,2,5,137,191,1442,133,39,1911,9,14,1,78,28
102971,"pseudo1",2845350,6277350,0,NA,2,0,584,169,1474,106,34,1638,17,9,1,-42,31
102972,"pseudo1",2683150,6258850,0,NA,1,0,177,183,1418,128,41,1885,4,7,1,-79,32
102973,"pseudo1",2402150,5754650,0,NA,2,0,651,159,1385,90,30,1351,13,-17,1,-47,43
102974,"pseudo1",2147450,5665450,0,NA,2,0,864,120,1267,71,152,5359,22,53,1,169,6
102975,"pseudo1",2721650,6045750,0,NA,2,0,509,144,1403,96,72,2827,14,-10,1,100,30
102976,"pseudo1",2695950,6314250,0,NA,2,14,119,164,1432,132,33,1595,10,18,1,-80,33
102977,"pseudo1",2644950,6471450,0,NA,2,2,164,198,1516,137,36,1901,14,-2,1,77,33
102978,"pseudo1",2376550,5698950,0,NA,2,0,249,177,1355,102,21,952,0,-4,1,-180,41
102979,"pseudo1",2743650,6158550,0,NA,2,43,518,137,1415,106,24,1068,12,-3,1,27,32
102980,"pseudo1",2760750,6430650,0,NA,2,0,141,154,1497,135,41,2212,9,29,1,-11,39
102981,"pseudo1",2744450,6074650,0,NA,2,8,144,179,1391,121,35,1465,0,3,1,12,32
102982,"pseudo1",2238550,5630550,0,NA,2,2,1095,185,1379,64,35,1213,24,-42,1,-38,34
102983,"pseudo1",2243350,5465650,0,NA,2,24,220,179,1247,94,25,884,2,8,1,11,36
102984,"pseudo1",2784250,6116950,0,NA,2,39,311,177,1398,117,27,1249,1,7,1,34,36
102985,"pseudo1",2927750,6241250,0,NA,2,0,368,201,1468,123,54,2650,10,16,1,152,45
102986,"pseudo1",2336250,5697950,0,NA,2,28,584,187,1341,89,22,927,6,14,1,-206,40
102987,"pseudo1",2677950,6451150,0,NA,1,49,19,179,1497,146,24,1290,0,8,1,34,36
102988,"pseudo1",2587750,6685550,0,NA,2,47,182,158,1519,149,29,1629,15,60,1,103,35
102989,"pseudo1",2103750,5489950,0,NA,2,0,1130,172,1230,49,68,1781,32,3,1,216,11
102990,"pseudo1",2734650,6356750,0,NA,2,33,102,183,1471,133,25,1261,3,12,1,-81,33
102991,"pseudo1",2767950,6384750,0,NA,2,0,352,200,1500,123,42,2224,5,17,1,52,33
102992,"pseudo1",2413350,5711650,0,NA,2,126,158,179,1420,108,17,791,0,-58,1,-152,48
102993,"pseudo1",2771950,6151950,0,NA,2,0,963,76,1401,81,37,1491,24,12,1,205,24
102994,"pseudo1",2957250,6334650,0,NA,2,24,304,173,1512,128,31,1697,15,10,1,10,52
102995,"pseudo1",2113950,5427050,0,NA,2,0,333,169,1238,84,46,1350,11,-14,1,94,28
102996,"pseudo1",2481250,5925050,0,NA,0,0,450,180,1426,99,40,1606,0,-13,0,-200,31
102997,"pseudo1",2950050,6311150,0,NA,2,29,325,216,1498,126,29,1569,17,14,1,21,49
102998,"pseudo1",2771250,6111450,0,NA,2,3,315,179,1396,115,35,1576,3,5,1,54,36
102999,"pseudo1",2837050,6137350,0,NA,2,101,178,178,1443,125,26,1187,1,0,1,-78,45
103000,"pseudo1",2708050,6055050,0,NA,2,0,219,129,1406,114,34,1473,15,-3,1,65,31
103001,"pseudo1",2253650,5728750,0,NA,0,0,58,179,1275,112,105,4085,1,60,0,-44,23
103002,"pseudo1",2412550,5787250,0,NA,2,0,1383,220,1364,50,41,1566,23,9,1,75,26
103003,"pseudo1",2336950,5702050,0,NA,2,7,773,220,1343,83,26,1054,10,13,1,-124,37
103004,"pseudo1",2351750,5623550,0,NA,2,93,200,178,1294,102,16,685,1,32,1,-100,39
103005,"pseudo1",2221050,5543750,0,NA,2,316,213,200,1369,100,9,390,11,-67,1,-340,51
103006,"pseudo1",2807450,6081250,0,NA,2,58,227,177,1392,122,30,1327,8,17,1,102,35
103007,"pseudo1",2688850,6393850,0,NA,2,22,77,173,1471,138,30,1551,5,12,1,7,34
103008,"pseudo1",2770550,6114650,0,NA,2,0,419,140,1399,109,38,1695,10,4,1,86,35
103009,"pseudo1",2078350,5567850,0,NA,2,0,515,247,1227,80,152,5049,38,29,1,126,9
103010,"pseudo1",2754450,6160350,0,NA,2,67,384,174,1416,114,21,968,3,-2,1,-54,36
103011,"pseudo1",2859650,6304750,0,NA,2,0,121,197,1488,131,30,1602,9,11,1,-250,36
103012,"pseudo1",2317750,5622150,0,NA,2,114,492,167,1313,89,14,620,4,17,1,-206,38
103013,"pseudo1",2520850,5847150,0,NA,2,54,395,150,1447,103,27,1164,10,-52,1,-161,54
103014,"pseudo1",2540950,6000250,0,NA,2,60,110,170,1533,119,27,1230,15,-73,1,-96,41
103015,"pseudo1",2623550,6239750,0,NA,2,3,65,184,1482,133,34,1635,1,-28,1,48,32
103016,"pseudo1",2800350,6072150,0,NA,2,57,144,181,1383,126,28,1228,7,19,1,101,35
103017,"pseudo1",2054250,5428350,0,NA,2,0,174,197,1229,89,54,1576,12,-19,1,143,29
103018,"pseudo1",2747850,6333350,0,NA,2,12,246,181,1463,125,32,1568,2,14,1,-88,31
103019,"pseudo1",2096250,5493150,0,NA,2,23,225,187,1258,93,36,1096,2,-21,1,21,31
103020,"pseudo1",2356450,5781550,0,NA,2,0,1830,90,1312,27,200,6281,35,46,1,213,8
103021,"pseudo1",2768150,6350350,0,NA,2,0,372,199,1485,121,38,1893,8,17,1,-7,31
103022,"pseudo1",2498250,6002550,0,NA,2,41,146,168,1542,118,36,1579,7,-79,1,-116,46
103023,"pseudo1",2431850,5834350,0,NA,0,0,600,199,1377,90,61,2517,11,2,0,-127,37
103024,"pseudo1",2262850,5543750,0,NA,2,52,933,173,1319,62,21,750,4,-22,1,-128,33
103025,"pseudo1",2669550,5979250,0,NA,2,22,224,149,1421,117,36,1475,17,-24,1,184,34
103026,"pseudo1",2248050,5670050,0,NA,2,0,1188,123,1386,62,70,2617,34,-26,1,31,32
103027,"pseudo1",2369450,5793250,0,NA,2,0,768,146,1319,83,140,5374,8,38,1,-54,27
103028,"pseudo1",2796650,6366950,0,NA,2,0,332,179,1520,124,44,2356,11,8,1,11,37
103029,"pseudo1",2718350,6406950,0,NA,2,51,28,177,1481,139,25,1291,1,14,1,-82,37
103030,"pseudo1",2599850,6235450,0,NA,2,7,58,164,1497,137,32,1641,3,-30,1,217,35
103031,"pseudo1",2940050,6330150,0,NA,2,0,684,188,1495,107,41,2133,16,22,1,117,40
103032,"pseudo1",2669950,6018050,0,NA,2,59,106,213,1417,124,30,1248,14,-16,1,131,30
103033,"pseudo1",2288550,5642550,0,NA,0,290,362,180,1377,96,9,434,0,-33,0,-369,48
103034,"pseudo1",2051150,5469050,0,NA,0,0,305,180,1224,85,75,2175,0,-7,0,154,23
103035,"pseudo1",2238750,5648250,0,NA,2,0,965,212,1390,72,39,1417,32,-43,1,-61,37
103036,"pseudo1",2505850,5988950,0,NA,2,84,245,180,1536,113,27,1210,9,-77,1,-74,43
103037,"pseudo1",2246850,5444750,0,NA,1,89,20,179,1230,102,19,671,0,10,1,-50,36
103038,"pseudo1",2794050,6075450,0,NA,2,85,75,183,1390,130,27,1207,10,14,1,69,38
103039,"pseudo1",2682050,6433250,0,NA,2,48,19,179,1479,144,25,1346,0,18,1,35,36
103040,"pseudo1",2741350,6331850,0,NA,2,10,258,179,1457,124,33,1571,1,14,1,-78,30
103041,"pseudo1",2097250,5477250,0,NA,2,14,217,196,1263,92,35,1110,5,-25,1,32,34
103042,"pseudo1",2554950,5898250,0,NA,2,115,808,173,1485,86,20,918,15,-65,1,-125,50
103043,"pseudo1",2694550,6256350,0,NA,2,0,348,155,1408,119,39,1756,12,12,1,-76,30
103044,"pseudo1",2763050,6314350,0,NA,2,0,519,175,1459,112,36,1696,3,16,1,25,27
103045,"pseudo1",2397150,5859450,0,NA,2,0,263,187,1310,105,69,2485,3,49,1,-101,25
103046,"pseudo1",2657250,6185650,0,NA,2,0,318,105,1442,115,36,1607,17,-17,1,-5,32
103047,"pseudo1",2779350,6367350,0,NA,2,0,194,180,1508,132,38,2022,15,11,1,9,38
103048,"pseudo1",2082550,5469750,0,NA,2,0,196,226,1260,91,41,1273,18,-28,1,72,34
103049,"pseudo1",2423350,5836450,0,NA,2,0,1446,109,1317,47,133,4157,26,46,1,56,10
103050,"pseudo1",2746350,6301950,0,NA,2,0,298,182,1447,124,30,1432,3,14,1,-88,31
103051,"pseudo1",2282350,5635250,0,NA,2,5,1188,98,1352,60,29,1033,29,-14,1,2,32
103052,"pseudo1",2668650,6423450,0,NA,2,25,205,238,1478,134,28,1465,17,15,1,108,31
103053,"pseudo1",2126150,5346350,0,NA,2,0,402,130,1175,79,63,1777,10,10,1,306,15
103054,"pseudo1",2291550,5593350,0,NA,2,0,1048,168,1320,62,29,1027,22,1,1,-38,30
103055,"pseudo1",2128450,5455150,0,NA,1,52,120,179,1264,97,27,925,0,-21,1,-29,38
103056,"pseudo1",2502950,6020350,0,NA,2,0,500,86,1530,100,50,2056,20,-65,1,-40,36
103057,"pseudo1",2016650,5457350,0,NA,2,0,204,88,1205,87,93,2686,29,1,1,193,20
103058,"pseudo1",2128150,5496250,0,NA,2,4,402,207,1295,88,31,1060,7,-32,1,-16,36
103059,"pseudo1",2508650,5826350,0,NA,2,190,226,184,1436,110,18,784,1,-49,1,-223,55
103060,"pseudo1",2765650,6292350,0,NA,2,10,461,177,1457,115,30,1407,2,8,1,-15,30
103061,"pseudo1",2299450,5770150,0,NA,1,0,60,180,1278,112,111,4239,0,56,1,-144,24
103062,"pseudo1",2793750,6153550,0,NA,2,0,663,164,1447,100,34,1592,16,-4,1,79,40
103063,"pseudo1",2287850,5569650,0,NA,2,138,576,182,1339,82,14,596,3,-27,1,-174,40
103064,"pseudo1",2102350,5561650,0,NA,2,0,700,97,1268,73,89,2844,24,-1,1,108,18
103065,"pseudo1",2488150,5861550,0,NA,2,0,1365,83,1435,53,40,1466,27,-36,1,-15,33
103066,"pseudo1",2890150,6239450,0,NA,1,51,20,180,1477,141,28,1487,0,-1,1,-103,52
103067,"pseudo1",2703450,6191950,0,NA,2,0,520,189,1417,105,36,1557,7,-3,1,-31,33
103068,"pseudo1",2224650,5697350,0,NA,2,0,1490,83,1246,45,203,6148,39,87,1,167,0
103069,"pseudo1",2760050,6062950,0,NA,2,3,512,99,1379,100,39,1548,20,13,1,139,27
103070,"pseudo1",2625150,6216250,0,NA,2,0,182,181,1462,124,55,2498,1,-26,1,31,31
103071,"pseudo1",2396950,5913950,0,NA,2,0,835,90,1323,78,124,4258,32,54,1,16,9
103072,"pseudo1",2531350,5969350,0,NA,2,0,938,57,1510,77,47,1964,28,-57,1,-72,26
103073,"pseudo1",2389450,5864950,0,NA,2,0,104,180,1310,113,66,2416,2,50,1,-94,27
103074,"pseudo1",2727050,6361350,0,NA,2,47,72,180,1473,134,24,1212,0,9,1,-91,34
103075,"pseudo1",2031650,5463950,0,NA,2,0,528,231,1195,73,116,3180,33,11,1,228,12
103076,"pseudo1",2278350,5708350,0,NA,0,0,609,179,1421,90,68,3208,0,-38,0,-177,48
103077,"pseudo1",2184950,5517550,0,NA,2,0,1295,187,1311,44,52,1519,12,-19,1,97,25
103078,"pseudo1",2481250,6021850,0,NA,2,0,928,147,1493,78,72,2727,28,-35,1,16,25
103079,"pseudo1",2227050,5667050,0,NA,2,0,1565,201,1330,41,127,4107,31,16,1,158,14
103080,"pseudo1",2768550,6353250,0,NA,2,0,407,186,1487,119,38,1910,3,17,1,13,31
103081,"pseudo1",2237550,5642350,0,NA,2,0,1220,133,1379,58,45,1542,28,-36,1,23,32
103082,"pseudo1",2103450,5328350,0,NA,2,0,168,182,1166,88,67,1936,6,10,1,283,17
103083,"pseudo1",2496950,5942450,0,NA,2,0,703,200,1459,87,38,1551,6,-30,1,-166,29
103084,"pseudo1",2108650,5611350,0,NA,2,0,1000,183,1213,60,211,6598,29,70,1,182,0
103085,"pseudo1",2620350,6525150,0,NA,1,68,121,175,1508,141,23,1278,1,18,1,126,32
103086,"pseudo1",2796750,6094350,0,NA,2,9,514,197,1379,105,35,1459,8,25,1,178,28
103087,"pseudo1",2576850,5962250,0,NA,2,202,160,188,1520,120,17,836,8,-71,1,-166,50
103088,"pseudo1",2237650,5582550,0,NA,2,0,1329,141,1356,47,39,1223,14,-41,1,16,30
103089,"pseudo1",2831850,6113250,0,NA,2,51,225,171,1411,122,29,1279,5,14,1,12,38
103090,"pseudo1",2361450,5745150,0,NA,0,60,691,180,1398,87,23,990,0,-27,0,-96,48
103091,"pseudo1",2461350,5901150,0,NA,2,0,1785,151,1343,31,110,3058,20,44,1,111,0
103092,"pseudo1",2905050,6257750,0,NA,2,31,117,180,1477,135,34,1749,14,8,1,-61,49
103093,"pseudo1",2954850,6291650,0,NA,2,21,193,198,1488,132,31,1659,8,16,1,9,50
103094,"pseudo1",2632850,6164050,0,NA,2,62,50,178,1455,132,25,1155,1,-23,1,159,35
103095,"pseudo1",2672450,6270150,0,NA,2,0,374,167,1422,118,48,2188,16,13,1,23,25
103096,"pseudo1",2059950,5466850,0,NA,2,0,1083,136,1215,48,94,2357,28,2,1,296,10
103097,"pseudo1",2423050,5907550,0,NA,2,0,191,184,1346,110,60,2191,17,32,1,-143,28
103098,"pseudo1",2790250,6339850,0,NA,2,0,552,188,1494,111,40,1956,17,20,1,6,31
103099,"pseudo1",2329550,5580550,0,NA,2,107,271,181,1292,97,16,653,1,17,1,-149,38
103100,"pseudo1",2559750,6638550,0,NA,2,22,120,184,1485,146,30,1712,8,75,1,64,35
103101,"pseudo1",2910650,6253950,0,NA,2,0,339,135,1472,124,41,2058,17,12,1,61,45
103102,"pseudo1",2055450,5533450,0,NA,2,0,545,249,1207,76,154,4735,33,27,1,177,7
103103,"pseudo1",2922450,6303750,0,NA,2,9,422,150,1488,119,28,1472,19,17,1,13,44
103104,"pseudo1",2709050,6102750,0,NA,2,116,38,179,1449,128,19,919,0,-29,1,10,37
103105,"pseudo1",2712750,6323650,0,NA,2,0,200,187,1438,127,32,1554,7,19,1,-89,30
103106,"pseudo1",2102750,5585650,0,NA,2,0,880,107,1234,65,163,5298,50,41,1,140,3
103107,"pseudo1",2781950,6142250,0,NA,2,0,734,191,1428,94,46,2071,18,0,1,151,36
103108,"pseudo1",2314050,5756750,0,NA,2,0,550,86,1317,92,169,6699,24,36,1,-117,28
103109,"pseudo1",2157250,5492750,0,NA,2,0,581,118,1302,81,32,1106,14,-26,1,-24,36
103110,"pseudo1",2793450,6189450,0,NA,2,9,859,145,1478,91,33,1549,12,-12,1,72,44
103111,"pseudo1",2131850,5462450,0,NA,1,54,151,179,1272,97,26,901,0,-24,1,-39,38
103112,"pseudo1",2277150,5500950,0,NA,2,80,527,178,1267,79,19,678,3,8,1,6,35
103113,"pseudo1",2270250,5636350,0,NA,2,183,505,217,1383,91,13,583,15,-44,1,-317,47
103114,"pseudo1",2241450,5661850,0,NA,2,0,899,224,1395,75,50,1931,18,-39,1,-52,38
103115,"pseudo1",2408850,5912050,0,NA,2,0,888,142,1329,76,97,3160,14,48,1,-12,12
103116,"pseudo1",2800650,6162950,0,NA,2,36,391,165,1466,114,26,1302,8,-13,1,-64,47
103117,"pseudo1",2116750,5600350,0,NA,2,0,1370,51,1221,42,211,6266,37,64,1,218,0
103118,"pseudo1",2582150,6596050,0,NA,2,55,50,167,1485,146,25,1398,4,57,1,54,37
103119,"pseudo1",2157150,5616250,0,NA,2,0,1825,203,1299,21,121,3380,21,20,1,285,2
103120,"pseudo1",2410350,5741250,0,NA,2,21,364,175,1390,104,22,1051,1,-26,1,-11,47
103121,"pseudo1",2475450,5928250,0,NA,2,0,853,178,1408,79,55,1982,24,2,1,-143,22
103122,"pseudo1",2716650,5971850,0,NA,2,51,146,178,1417,124,36,1470,9,-26,1,141,41
103123,"pseudo1",2022450,5430950,0,NA,2,0,170,223,1192,89,84,2389,18,5,1,173,18
103124,"pseudo1",2337250,5757350,0,NA,2,0,1790,55,1355,31,137,4740,40,15,1,201,20
103125,"pseudo1",2957750,6379150,0,NA,2,0,223,152,1499,135,44,2475,13,38,1,38,38
103126,"pseudo1",2658150,6273950,0,NA,2,0,185,245,1436,130,41,1963,23,9,1,79,27
103127,"pseudo1",2401850,5858050,0,NA,2,0,279,184,1310,104,70,2542,1,49,1,-111,24
103128,"pseudo1",2845950,6228150,0,NA,2,20,320,195,1487,124,28,1515,7,-8,1,1,47
103129,"pseudo1",2270250,5442150,0,NA,2,88,63,187,1219,99,21,703,3,20,1,9,35
103130,"pseudo1",2177950,5453850,0,NA,2,0,311,126,1249,90,35,1142,15,-4,1,22,33
103131,"pseudo1",2831850,6355650,0,NA,2,0,205,199,1533,128,35,1892,5,1,1,-139,39
103132,"pseudo1",2478950,6056550,0,NA,1,0,21,180,1492,128,51,2234,0,-35,1,10,36
103133,"pseudo1",2073550,5495150,0,NA,2,0,1370,114,1204,35,136,3300,38,17,1,320,1
103134,"pseudo1",2725850,6141350,0,NA,2,55,210,197,1430,120,24,1082,8,-18,1,-36,36
103135,"pseudo1",2285750,5714750,0,NA,2,0,1585,252,1379,43,123,4660,38,0,1,158,27
103136,"pseudo1",2304850,5640850,0,NA,2,25,1033,199,1341,69,24,895,20,0,1,-40,34
103137,"pseudo1",2566250,5913350,0,NA,2,0,2220,119,1477,11,53,1992,35,-52,1,298,22
103138,"pseudo1",2473850,5738150,0,NA,1,221,21,179,1380,116,18,682,0,-31,1,-135,47
103139,"pseudo1",2785350,6102450,0,NA,2,49,260,167,1381,119,27,1208,8,19,1,43,33
103140,"pseudo1",2628650,6226950,0,NA,2,0,92,186,1466,129,41,1903,4,-26,1,20,32
103141,"pseudo1",2206150,5575350,0,NA,2,84,850,102,1389,71,25,875,27,-74,1,-160,39
103142,"pseudo1",2441150,5990050,0,NA,2,0,220,193,1423,112,65,2808,4,3,1,-34,26
103143,"pseudo1",2812150,6154550,0,NA,2,93,318,198,1457,117,20,1002,5,-8,1,-95,46
103144,"pseudo1",2706050,6174950,0,NA,2,17,443,202,1427,108,31,1379,15,-9,1,-32,35
